State,Postcode,Associated residential areas,Reporting Year,Age group,Percent fully immunised (%),Interpret with caution  (#)
VIC,3835,Thorpdale,2016-17,2 years,NP, 
VIC,3840,"Morwell, Hazelwood North, Jeeralang Junction, Hazelwood South, Hazelwood and 3 others",2016-17,2 years,92.5-94.9, 
VIC,3842,Churchill,2016-17,2 years,92.5-94.9,#
VIC,3844,"Traralgon, Traralgon East, Tyers, Traralgon South, Callignee and 11 others",2016-17,2 years,95.0-100.0, 
VIC,3847,"Rosedale, Willung South, Nambrok, Hiamdale, Willung",2016-17,2 years,NP, 
VIC,3850,"Sale, Wurruk",2016-17,2 years,90.0-92.4, 
VIC,3851,"Longford, Fulham, Loch Sport, Cobains, Stradbroke and 22 others",2016-17,2 years,85.0-89.9,#
VIC,3854,"Glengarry, Glengarry North, Glengarry West",2016-17,2 years,NP, 
VIC,3856,Toongabbie,2016-17,2 years,NP, 
VIC,3857,Cowwarr,2016-17,2 years,NP, 
VIC,3858,"Heyfield, Denison, Glenmaggie, Seaton, Arbuckle and 15 others",2016-17,2 years,95.0-100.0,#
VIC,3859,"Tinamba, Newry, Maffra West Upper, Tinamba West",2016-17,2 years,NP, 
VIC,3860,"Maffra, Briagolong, Boisdale, Coongulla, Bushy Park and 10 others",2016-17,2 years,95.0-100.0,#
VIC,3862,"Stratford, Meerlieu, Munro, Dargo, Budgee Budgee and 12 others",2016-17,2 years,92.5-94.9,#
VIC,3864,"Fernbank, Glenaladale",2016-17,2 years,NP, 
VIC,3865,Lindenow,2016-17,2 years,NP, 
VIC,3869,"Yinnar, Yinnar South, Jumbuk",2016-17,2 years,NP, 
VIC,3870,"Boolarra, Budgeree, Boolarra South, Grand Ridge, Johnstones Hill",2016-17,2 years,NP, 
VIC,3871,"Mirboo North, Mirboo, Allambee Reserve, Allambee South, Baromi and 3 others",2016-17,2 years,NP, 
VIC,3873,Gormandale,2016-17,2 years,NP, 
VIC,3874,"Woodside, McLoughlins Beach, Woodside Beach, Woodside North",2016-17,2 years,NP, 
VIC,3875,"Bairnsdale, Eastwood, Wy Yung, East Bairnsdale, Lucknow and 29 others",2016-17,2 years,90.0-92.4, 
VIC,3878,Eagle Point,2016-17,2 years,NP, 
VIC,3880,"Paynesville, Raymond Island, Boole Poole, Ocean Grange",2016-17,2 years,NP, 
VIC,3882,Nicholson,2016-17,2 years,NP, 
VIC,3885,"Bruthen, Buchan, Mossiface, Tambo Upper, Brumby and 12 others",2016-17,2 years,NP, 
VIC,3886,Newmerella,2016-17,2 years,NP, 
VIC,3887,"Nowa Nowa, Lake Tyers, Wairewa",2016-17,2 years,NP, 
VIC,3888,"Orbost, Marlo, Bendoc, Bete Bolong, Bete Bolong North and 15 others",2016-17,2 years,NP, 
VIC,3889,"Bemm River, Bellbird Creek, Cabbage Tree Creek, Club Terrace, Combienbar and 2 others",2016-17,2 years,NP, 
VIC,3890,"Cann River, Buldah, Chandlers Creek, Noorinbee, Noorinbee North and 2 others",2016-17,2 years,NP, 
VIC,3891,"Genoa, Gipsy Point, Maramingo Creek, Wallagaraugh, Wangarabell and 2 others",2016-17,2 years,NP, 
VIC,3892,Mallacoota,2016-17,2 years,NP, 
VIC,3893,"Double Bridges, Stirling, Tambo Crossing",2016-17,2 years,NP, 
VIC,3895,"Reedy Flat, Doctors Flat, Ensay, Ensay North",2016-17,2 years,NP, 
VIC,3896,"Swifts Creek, Bindi, Brookville, Nunniong, Tongio",2016-17,2 years,NP, 
VIC,3898,"Omeo, Dinner Plain, Anglers Rest, Bingo Munjie, Bundara and 7 others",2016-17,2 years,NP, 
VIC,3900,"Benambra, Cobberas",2016-17,2 years,NP, 
VIC,3903,Swan Reach,2016-17,2 years,NP, 
VIC,3904,Metung,2016-17,2 years,NP, 
VIC,3909,"Lakes Entrance, Kalimna, Lake Tyers Beach, Nungurner, Lake Bunga and 3 others",2016-17,2 years,92.5-94.9,#
VIC,3910,Langwarrin,2016-17,2 years,92.5-94.9, 
VIC,3911,"Baxter, Langwarrin South",2016-17,2 years,85.0-89.9,#
VIC,3912,"Somerville, Pearcedale",2016-17,2 years,95.0-100.0, 
VIC,3913,Tyabb,2016-17,2 years,92.5-94.9,#
VIC,3915,"Hastings, Tuerong",2016-17,2 years,85.0-89.9, 
VIC,3916,"Shoreham, Point Leo, Merricks",2016-17,2 years,NP, 
VIC,3918,Bittern,2016-17,2 years,95.0-100.0,#
VIC,3919,Crib Point,2016-17,2 years,95.0-100.0,#
VIC,3920,Hmas Cerberus,2016-17,2 years,NP, 
VIC,3922,"Cowes, Ventnor, Surf Beach, Wimbledon Heights, Sunset Strip and 4 others",2016-17,2 years,90.0-92.4,#
VIC,3923,Rhyll,2016-17,2 years,NP, 
VIC,3925,"Cape Woolamai, San Remo, Newhaven, Churchill Island",2016-17,2 years,90.0-92.4,#
VIC,3926,"Balnarring, Merricks North, Balnarring Beach, Merricks Beach",2016-17,2 years,NP, 
VIC,3927,Somers,2016-17,2 years,NP, 
VIC,3928,Main Ridge,2016-17,2 years,NP, 
VIC,3929,Flinders,2016-17,2 years,NP, 
VIC,3930,"Mount Eliza, Kunyung",2016-17,2 years,92.5-94.9, 
VIC,3931,Mornington,2016-17,2 years,92.5-94.9, 
VIC,3933,Moorooduc,2016-17,2 years,NP, 
VIC,3934,Mount Martha,2016-17,2 years,92.5-94.9, 
VIC,3936,"Dromana, Safety Beach, Arthurs Seat",2016-17,2 years,90.0-92.4, 
VIC,3937,"Red Hill South, Red Hill",2016-17,2 years,NP, 
VIC,3938,McCrae,2016-17,2 years,NP, 
VIC,3939,"Rosebud, Boneo, Fingal, Cape Schanck",2016-17,2 years,90.0-92.4, 
VIC,3940,Capel Sound,2016-17,2 years,85.0-89.9,#
VIC,3941,"Rye, Tootgarook, St Andrews Beach",2016-17,2 years,85.0-89.9, 
VIC,3942,Blairgowrie,2016-17,2 years,NP, 
VIC,3943,Sorrento,2016-17,2 years,NP, 
VIC,3945,"Loch, Krowera, Jeetho, Woodleigh",2016-17,2 years,NP, 
VIC,3946,Bena,2016-17,2 years,NP, 
VIC,3950,"Korumburra, Strzelecki, Kardella South, Korumburra South, Whitelaw",2016-17,2 years,92.5-94.9,#
VIC,3951,"Outtrim, Kardella, Arawata, Fairbank, Jumbunna and 3 others",2016-17,2 years,NP, 
VIC,3953,"Leongatha, Leongatha South, Nerrena, Hallston, Leongatha North and 10 others",2016-17,2 years,85.0-89.9,#
VIC,3954,Koonwarra,2016-17,2 years,NP, 
VIC,3956,"Meeniyan, Venus Bay, Dumbalk, Tarwin Lower, Walkerville and 5 others",2016-17,2 years,95.0-100.0,#
VIC,3957,Stony Creek,2016-17,2 years,NP, 
VIC,3958,Buffalo,2016-17,2 years,NP, 
VIC,3959,"Fish Creek, Sandy Point, Waratah Bay",2016-17,2 years,NP, 
VIC,3960,"Foster, Yanakie, Woorarra West, Bennison, Boolarong and 8 others",2016-17,2 years,95.0-100.0,#
VIC,3962,"Toora, Toora North, Agnes, Wonyip, Woorarra East",2016-17,2 years,NP, 
VIC,3964,Port Franklin,2016-17,2 years,NP, 
VIC,3965,Port Welshpool,2016-17,2 years,NP, 
VIC,3966,"Welshpool, Binginwarri, Hazel Park",2016-17,2 years,NP, 
VIC,3971,"Yarram, Devon North, Robertsons Beach, Jack River, Alberton and 16 others",2016-17,2 years,92.5-94.9,#
VIC,3975,"Lynbrook, Lyndhurst",2016-17,2 years,90.0-92.4, 
VIC,3976,Hampton Park,2016-17,2 years,90.0-92.4, 
VIC,3977,"Cranbourne, Cranbourne North, Cranbourne West, Cranbourne East, Skye and 6 others",2016-17,2 years,92.5-94.9, 
VIC,3978,"Clyde, Cardinia, Clyde North",2016-17,2 years,85.0-89.9, 
VIC,3979,"Glen Alvie, Almurta, Kernot",2016-17,2 years,NP, 
VIC,3980,"Tooradin, Blind Bight, Warneet",2016-17,2 years,90.0-92.4,#
VIC,3981,"Koo Wee Rup, Bayles, Catani, Heath Hill, Yannathan and 2 others",2016-17,2 years,85.0-89.9,#
VIC,3984,"Lang Lang, Grantville, Coronet Bay, Corinella, The Gurdies and 8 others",2016-17,2 years,92.5-94.9,#
VIC,3987,Nyora,2016-17,2 years,NP, 
VIC,3988,"Poowong, Poowong North, Mountain View, Poowong East",2016-17,2 years,NP, 
VIC,3992,"Dalyston, Blackwood Forest, Ryanston, West Creek",2016-17,2 years,NP, 
VIC,3995,"Wonthaggi, North Wonthaggi, Cape Paterson, South Dudley, Wattle Bank and 7 others",2016-17,2 years,92.5-94.9, 
VIC,3996,"Inverloch, Pound Creek",2016-17,2 years,92.5-94.9,#
QLD,4000,"Brisbane City, Spring Hill, Petrie Terrace",2016-17,2 years,85.0-89.9,#
QLD,4005,"New Farm, Teneriffe",2016-17,2 years,85.0-89.9, 
QLD,4006,"Fortitude Valley, Herston, Bowen Hills, Newstead",2016-17,2 years,80.0-84.9,#
QLD,4007,"Ascot, Hamilton, Hamilton Central",2016-17,2 years,85.0-89.9, 
QLD,4008,Pinkenba,2016-17,2 years,NP, 
QLD,4010,Albion,2016-17,2 years,NP, 
QLD,4011,"Clayfield, Hendra",2016-17,2 years,90.0-92.4, 
QLD,4012,"Nundah, Wavell Heights, Toombul, Wavell Heights North",2016-17,2 years,90.0-92.4, 
QLD,4013,Northgate,2016-17,2 years,95.0-100.0,#
QLD,4014,"Banyo, Nudgee, Virginia, Nudgee Beach",2016-17,2 years,95.0-100.0, 
QLD,4017,"Bracken Ridge, Brighton, Sandgate, Deagon, Shorncliffe and 1 other",2016-17,2 years,92.5-94.9, 
QLD,4018,"Taigum, Fitzgibbon",2016-17,2 years,92.5-94.9, 
QLD,4019,"Clontarf, Margate, Woody Point, Clontarf Beach, Margate Beach",2016-17,2 years,90.0-92.4, 
QLD,4020,"Redcliffe, Scarborough, Newport, Redcliffe North",2016-17,2 years,92.5-94.9, 
QLD,4021,Kippa-Ring,2016-17,2 years,85.0-89.9, 
QLD,4022,Rothwell,2016-17,2 years,92.5-94.9, 
QLD,4029,Royal Brisbane Hospital,2016-17,2 years,NP, 
QLD,4030,"Windsor, Wooloowin, Lutwyche, Kalinga",2016-17,2 years,92.5-94.9, 
QLD,4031,"Kedron, Gordon Park",2016-17,2 years,95.0-100.0, 
QLD,4032,"Chermside, Chermside West, Chermside South",2016-17,2 years,90.0-92.4, 
QLD,4034,"Aspley, Boondall, Carseldine, Zillmere, Geebung",2016-17,2 years,90.0-92.4, 
QLD,4035,"Albany Creek, Bridgeman Downs",2016-17,2 years,95.0-100.0, 
QLD,4036,Bald Hills,2016-17,2 years,90.0-92.4,#
QLD,4037,Eatons Hill,2016-17,2 years,95.0-100.0,#
QLD,4051,"Alderley, Enoggera, Newmarket, Grange, Wilston and 1 other",2016-17,2 years,92.5-94.9, 
QLD,4053,"Everton Park, Mitchelton, McDowall, Stafford Heights, Stafford and 1 other",2016-17,2 years,95.0-100.0, 
QLD,4054,"Keperra, Arana Hills",2016-17,2 years,92.5-94.9, 
QLD,4055,"Ferny Hills, Ferny Grove, Upper Kedron, Bunya",2016-17,2 years,92.5-94.9, 
QLD,4059,"Kelvin Grove, Red Hill",2016-17,2 years,85.0-89.9, 
QLD,4060,Ashgrove,2016-17,2 years,90.0-92.4, 
QLD,4061,The Gap,2016-17,2 years,90.0-92.4, 
QLD,4064,"Paddington, Milton",2016-17,2 years,92.5-94.9, 
QLD,4065,Bardon,2016-17,2 years,90.0-92.4, 
QLD,4066,"Toowong, Auchenflower, Mount Coot-Tha",2016-17,2 years,90.0-92.4, 
QLD,4067,"St Lucia, St Lucia South",2016-17,2 years,80.0-84.9,#
QLD,4068,"Indooroopilly, Taringa, Chelmer",2016-17,2 years,92.5-94.9, 
QLD,4069,"Chapel Hill, Kenmore, Brookfield, Fig Tree Pocket, Pullenvale and 4 others",2016-17,2 years,90.0-92.4, 
QLD,4070,"Bellbowrie, Moggill, Anstead",2016-17,2 years,92.5-94.9, 
QLD,4073,"Sinnamon Park, Seventeen Mile Rocks",2016-17,2 years,95.0-100.0, 
QLD,4074,"Jindalee, Westlake, Middle Park, Riverhills, Jamboree Heights and 2 others",2016-17,2 years,95.0-100.0, 
QLD,4075,"Oxley, Sherwood, Corinda, Graceville, Graceville East",2016-17,2 years,92.5-94.9, 
QLD,4076,"Darra, Wacol",2016-17,2 years,95.0-100.0,#
QLD,4077,"Inala, Durack, Doolandella, Richlands, Inala East and 1 other",2016-17,2 years,90.0-92.4, 
QLD,4078,"Forest Lake, Ellen Grove",2016-17,2 years,92.5-94.9, 
QLD,4101,"West End, Highgate Hill, South Brisbane",2016-17,2 years,85.0-89.9, 
QLD,4102,"Woolloongabba, Dutton Park, Buranda",2016-17,2 years,75.0-79.9,#
QLD,4103,"Annerley, Fairfield, Fairfield Gardens",2016-17,2 years,92.5-94.9, 
QLD,4104,Yeronga,2016-17,2 years,85.0-89.9,#
QLD,4105,"Moorooka, Yeerongpilly, Tennyson",2016-17,2 years,95.0-100.0, 
QLD,4106,"Rocklea, Brisbane Market",2016-17,2 years,85.0-89.9,#
QLD,4107,"Salisbury, Salisbury East",2016-17,2 years,92.5-94.9, 
QLD,4108,"Coopers Plains, Archerfield",2016-17,2 years,85.0-89.9,#
QLD,4109,"Sunnybank Hills, Sunnybank, Macgregor, Robertson, Sunnybank South",2016-17,2 years,85.0-89.9, 
QLD,4110,"Acacia Ridge, Heathwood, Pallara, Willawong, Larapinta",2016-17,2 years,92.5-94.9, 
QLD,4111,Nathan,2016-17,2 years,NP, 
QLD,4112,Kuraby,2016-17,2 years,85.0-89.9, 
QLD,4113,"Runcorn, Eight Mile Plains",2016-17,2 years,90.0-92.4, 
QLD,4114,"Woodridge, Kingston, Logan Central",2016-17,2 years,85.0-89.9, 
QLD,4115,"Parkinson, Algester",2016-17,2 years,92.5-94.9, 
QLD,4116,"Calamvale, Stretton, Drewvale",2016-17,2 years,92.5-94.9, 
QLD,4117,"Berrinba, Karawatha",2016-17,2 years,90.0-92.4,#
QLD,4118,"Regents Park, Browns Plains, Hillcrest, Heritage Park, Forestdale",2016-17,2 years,92.5-94.9, 
QLD,4119,Underwood,2016-17,2 years,92.5-94.9, 
QLD,4120,Greenslopes,2016-17,2 years,95.0-100.0, 
QLD,4121,"Tarragindi, Holland Park, Holland Park West, Holland Park East, Wellers Hill",2016-17,2 years,92.5-94.9, 
QLD,4122,"Mount Gravatt East, Wishart, Upper Mount Gravatt, Mansfield, Mount Gravatt",2016-17,2 years,92.5-94.9, 
QLD,4123,"Rochedale South, Rochedale",2016-17,2 years,92.5-94.9, 
QLD,4124,"Boronia Heights, Greenbank, New Beith, Lyons, Silverbark Ridge and 1 other",2016-17,2 years,92.5-94.9, 
QLD,4125,"Munruben, Park Ridge, Park Ridge South",2016-17,2 years,90.0-92.4,#
QLD,4127,"Slacks Creek, Springwood, Daisy Hill, Priestdale",2016-17,2 years,85.0-89.9, 
QLD,4128,"Shailer Park, Tanah Merah",2016-17,2 years,90.0-92.4, 
QLD,4129,Loganholme,2016-17,2 years,90.0-92.4, 
QLD,4130,"Cornubia, Carbrook",2016-17,2 years,85.0-89.9,#
QLD,4131,"Loganlea, Meadowbrook",2016-17,2 years,90.0-92.4, 
QLD,4132,"Marsden, Crestmead",2016-17,2 years,90.0-92.4, 
QLD,4133,"Waterford West, Waterford, Chambers Flat, Logan Reserve",2016-17,2 years,90.0-92.4, 
QLD,4151,Coorparoo,2016-17,2 years,92.5-94.9, 
QLD,4152,"Carindale, Camp Hill, Carina, Carina Heights",2016-17,2 years,92.5-94.9, 
QLD,4153,Belmont,2016-17,2 years,90.0-92.4,#
QLD,4154,"Wakerley, Gumdale, Ransome",2016-17,2 years,95.0-100.0, 
QLD,4155,Chandler,2016-17,2 years,NP, 
QLD,4156,"Mackenzie, Burbank",2016-17,2 years,NP, 
QLD,4157,"Capalaba, Sheldon",2016-17,2 years,90.0-92.4, 
QLD,4158,Thorneside,2016-17,2 years,90.0-92.4,#
QLD,4159,Birkdale,2016-17,2 years,92.5-94.9, 
QLD,4160,"Wellington Point, Ormiston",2016-17,2 years,90.0-92.4, 
QLD,4161,Alexandra Hills,2016-17,2 years,90.0-92.4, 
QLD,4163,Cleveland,2016-17,2 years,92.5-94.9, 
QLD,4164,Thornlands,2016-17,2 years,90.0-92.4, 
QLD,4165,"Victoria Point, Redland Bay, Mount Cotton",2016-17,2 years,95.0-100.0, 
QLD,4169,"Kangaroo Point, East Brisbane",2016-17,2 years,85.0-89.9,#
QLD,4170,"Morningside, Norman Park, Cannon Hill, Seven Hills",2016-17,2 years,92.5-94.9, 
QLD,4171,"Bulimba, Hawthorne, Balmoral",2016-17,2 years,85.0-89.9, 
QLD,4172,Murarrie,2016-17,2 years,90.0-92.4,#
QLD,4173,Tingalpa,2016-17,2 years,92.5-94.9, 
QLD,4174,Hemmant,2016-17,2 years,92.5-94.9,#
QLD,4178,"Wynnum, Wynnum West, Lytton, Port of Brisbane, Wynnum North",2016-17,2 years,90.0-92.4, 
QLD,4179,"Manly West, Manly, Lota",2016-17,2 years,90.0-92.4, 
QLD,4183,"Dunwich, Point Lookout, Amity, North Stradbroke Island, Amity Point",2016-17,2 years,85.0-89.9,#
QLD,4184,"Macleay Island, Russell Island, Coochiemudlo Island, Lamb Island, Karragarra Island and 2 others",2016-17,2 years,80.0-84.9,#
QLD,4205,Bethania,2016-17,2 years,90.0-92.4,#
QLD,4207,"Eagleby, Beenleigh, Mount Warren Park, Edens Landing, Logan Village and 16 others",2016-17,2 years,90.0-92.4, 
QLD,4208,"Ormeau, Jacobs Well, Ormeau Hills, Norwell, Kingsholme and 1 other",2016-17,2 years,90.0-92.4, 
QLD,4209,"Upper Coomera, Coomera, Pimpama, Willow Vale",2016-17,2 years,90.0-92.4, 
QLD,4210,"Oxenford, Maudsland, Wongawallan, Guanaba, Studio Village",2016-17,2 years,92.5-94.9, 
QLD,4211,"Nerang, Pacific Pines, Carrara, Highland Park, Gaven and 10 others",2016-17,2 years,90.0-92.4, 
QLD,4212,"Helensvale, Hope Island, Helensvale Town Centre, Sanctuary Cove",2016-17,2 years,90.0-92.4, 
QLD,4213,"Mudgeeraba, Worongary, Bonogin, Tallai, Springbrook and 2 others",2016-17,2 years,85.0-89.9, 
QLD,4214,"Ashmore, Arundel, Parkwood, Molendinar, Ashmore City",2016-17,2 years,92.5-94.9, 
QLD,4215,"Southport, Labrador, Australia Fair, Chirn Park, Southport Park",2016-17,2 years,90.0-92.4, 
QLD,4216,"Coombabah, Runaway Bay, Biggera Waters, Paradise Point, Hollywell and 1 other",2016-17,2 years,85.0-89.9, 
QLD,4217,"Surfers Paradise, Benowa, Bundall, Main Beach, Chevron Island and 2 others",2016-17,2 years,85.0-89.9, 
QLD,4218,"Mermaid Waters, Broadbeach Waters, Mermaid Beach, Broadbeach, Nobby Beach",2016-17,2 years,85.0-89.9, 
QLD,4219,West Burleigh,2016-17,2 years,NP, 
QLD,4220,"Burleigh Waters, Burleigh Heads, Miami, Burleigh Town",2016-17,2 years,90.0-92.4, 
QLD,4221,"Palm Beach, Elanora",2016-17,2 years,90.0-92.4, 
QLD,4222,Griffith University,2016-17,2 years,NP, 
QLD,4223,"Currumbin Waters, Currumbin, Currumbin Valley",2016-17,2 years,92.5-94.9, 
QLD,4224,Tugun,2016-17,2 years,85.0-89.9, 
QLD,4225,"Coolangatta, Bilinga",2016-17,2 years,92.5-94.9,#
QLD,4226,"Robina, Merrimac, Clear Island Waters",2016-17,2 years,90.0-92.4, 
QLD,4227,"Varsity Lakes, Reedy Creek",2016-17,2 years,90.0-92.4, 
QLD,4228,"Tallebudgera, Tallebudgera Valley",2016-17,2 years,85.0-89.9,#
QLD,4230,Robina Town Centre,2016-17,2 years,NP, 
QLD,4270,Tamborine,2016-17,2 years,95.0-100.0,#
QLD,4271,Eagle Heights,2016-17,2 years,NP, 
QLD,4272,Tamborine Mountain,2016-17,2 years,80.0-84.9,#
QLD,4275,"Canungra, Boyland, Biddaddaba, Witheren, Wonglepong and 7 others",2016-17,2 years,92.5-94.9,#
QLD,4280,"Jimboomba, North Maclean, South Maclean, Stockleigh, Flagstone",2016-17,2 years,92.5-94.9, 
QLD,4285,"Beaudesert, Cedar Vale, Cedar Grove, Kooralbyn, Mundoolun and 30 others",2016-17,2 years,90.0-92.4, 
QLD,4287,"Rathdowney, Palen Creek, Barney View, Mount Barney, Mount Lindesay and 1 other",2016-17,2 years,NP, 
QLD,4300,"Springfield Lakes, Goodna, Camira, Springfield, Bellbird Park and 5 others",2016-17,2 years,90.0-92.4, 
QLD,4301,"Redbank Plains, Collingwood Park, Redbank",2016-17,2 years,90.0-92.4, 
QLD,4303,"Riverview, Dinmore, New Chum",2016-17,2 years,85.0-89.9,#
QLD,4304,"Bundamba, Silkstone, Booval, North Booval, Blackstone and 2 others",2016-17,2 years,90.0-92.4, 
QLD,4305,"Brassall, Raceview, Flinders View, North Ipswich, Yamanto and 18 others",2016-17,2 years,92.5-94.9, 
QLD,4306,"Karana Downs, Karalee, Fernvale, Chuwar, Pine Mountain and 52 others",2016-17,2 years,92.5-94.9, 
QLD,4307,"Harrisville, Coleyville, Mutdapilly, Warrill View, Radford and 2 others",2016-17,2 years,NP, 
QLD,4309,"Kalbar, Aratula, Munbilla, Charlwood, Tarome and 12 others",2016-17,2 years,95.0-100.0,#
QLD,4310,"Boonah, Milbong, Roadvale, Dugandan, Mount Alford and 21 others",2016-17,2 years,92.5-94.9, 
QLD,4311,"Lowood, Coominya, Minden, Brightview, Mount Tarampa and 12 others",2016-17,2 years,90.0-92.4, 
QLD,4312,"Esk, Mount Hallen, Redbank Creek, Somerset Dam, Crossdale and 8 others",2016-17,2 years,NP, 
QLD,4313,"Toogoolawah, Mount Beppo, Braemore, Biarra, Cooeeimbardi and 8 others",2016-17,2 years,NP, 
QLD,4340,"Rosewood, Tallegalla, Grandchester, Ebenezer, Calvert and 13 others",2016-17,2 years,95.0-100.0,#
QLD,4341,"Laidley, Regency Downs, Plainland, Kensington Grove, Laidley Heights and 11 others",2016-17,2 years,92.5-94.9, 
QLD,4342,"Glenore Grove, Forest Hill, Lockrose, Crowley Vale, Glen Cairn and 1 other",2016-17,2 years,92.5-94.9,#
QLD,4343,"Gatton, Placid Hills, Adare, Lake Clarendon, Lower Tenthill and 19 others",2016-17,2 years,92.5-94.9, 
QLD,4344,"Helidon, Helidon Spa, Carpendale, Flagstone Creek, Rockmount and 7 others",2016-17,2 years,90.0-92.4,#
QLD,4346,Marburg,2016-17,2 years,NP, 
QLD,4347,"Grantham, Ma Ma Creek, Mount Whitestone, Veradilla, Winwill",2016-17,2 years,NP, 
QLD,4350,"Toowoomba, Newtown, Harristown, Rangeville, Kearneys Spring and 35 others",2016-17,2 years,90.0-92.4, 
QLD,4352,"Highfields, Meringandan West, Gowrie Junction, Withcott, Hodgson Vale and 66 others",2016-17,2 years,95.0-100.0, 
QLD,4353,"Haden, Bergen, East Cooyar",2016-17,2 years,NP, 
QLD,4354,"Goombungee, Douglas, Kilbirnie",2016-17,2 years,NP, 
QLD,4355,"Crows Nest, Pierces Creek, Emu Creek, Glenaven, Anduramba and 7 others",2016-17,2 years,92.5-94.9,#
QLD,4356,"Pittsworth, Mount Tyson, Bongeen, Stoneleigh, Linthorpe and 13 others",2016-17,2 years,92.5-94.9,#
QLD,4357,"Millmerran, Millmerran Downs, Captains Mountain, Clontarf, Bringalily and 21 others",2016-17,2 years,95.0-100.0,#
QLD,4358,"Cambooya, Ramsay, Felton, Felton South",2016-17,2 years,85.0-89.9,#
QLD,4359,"East Greenmount, Greenmount, Hirstglen, Budgee, West Haldon",2016-17,2 years,NP, 
QLD,4360,Nobby,2016-17,2 years,NP, 
QLD,4361,"Clifton, Back Plains, Spring Creek, Ellangowan, Elphinstone and 11 others",2016-17,2 years,85.0-89.9,#
QLD,4362,"Allora, Goomburra, Deuchar, Hendon, Mount Marshall and 3 others",2016-17,2 years,85.0-89.9,#
QLD,4363,Southbrook,2016-17,2 years,NP, 
QLD,4364,Brookstead,2016-17,2 years,NP, 
QLD,4365,Leyburn,2016-17,2 years,NP, 
QLD,4370,"Warwick, Rosenthal Heights, Sladevale, Junabee, Pratten and 41 others",2016-17,2 years,92.5-94.9, 
QLD,4371,"Yangan, Emu Vale, Swanfels",2016-17,2 years,NP, 
QLD,4372,Tannymorel,2016-17,2 years,NP, 
QLD,4373,"Killarney, The Falls, The Head",2016-17,2 years,NP, 
QLD,4374,Dalveen,2016-17,2 years,NP, 
QLD,4375,"Cottonvale, Fleurbaix",2016-17,2 years,NP, 
QLD,4376,Thulimbah,2016-17,2 years,NP, 
QLD,4377,"The Summit, Maryland, Glen Niven",2016-17,2 years,NP, 
QLD,4378,Applethorpe,2016-17,2 years,NP, 
QLD,4380,"Stanthorpe, Eukey, Greenlands, Amiens, Broadwater and 18 others",2016-17,2 years,95.0-100.0,#
QLD,4381,"Glen Aplin, Fletcher",2016-17,2 years,NP, 
QLD,4382,"Ballandean, Girraween, Lyra, Somme, Wyberba",2016-17,2 years,NP, 
NSW/QLD,4383,"Wallangarra, Jennings",2016-17,2 years,NP, 
NSW/QLD,4385,"Texas, Beebo, Bonshaw, Camp Creek, Glenarbon and 5 others",2016-17,2 years,NP, 
QLD,4387,"Inglewood, Coolmunda, Brush Creek, Bybera, Greenup and 4 others",2016-17,2 years,NP, 
QLD,4388,"Yelarbon, Kurumbul",2016-17,2 years,NP, 
QLD,4390,"Goondiwindi, Lundavra, Billa Billa, Calingunee, Callandoon and 5 others",2016-17,2 years,95.0-100.0, 
QLD,4400,Kingsthorpe,2016-17,2 years,92.5-94.9,#
QLD,4401,"Oakey, Aubigny, Biddeston, Acland, Highland Plains and 11 others",2016-17,2 years,90.0-92.4,#
QLD,4403,"Quinalow, Jondaryan, Brymaroo, Malu, Mount Moriah and 1 other",2016-17,2 years,NP, 
QLD,4404,"Bowenville, Formartin, Irvingdale, Wainui",2016-17,2 years,NP, 
QLD,4405,"Dalby, Ducklo, Weranga, Blaxland, Bunya Mountains and 6 others",2016-17,2 years,85.0-89.9, 
QLD,4406,"Kaimkillenbun, Macalister, Kogan, Hannaford, Moonie and 6 others",2016-17,2 years,NP, 
QLD,4407,"Cecil Plains, Cattle Creek, Dunmore, Nangwee",2016-17,2 years,NP, 
QLD,4408,Bell,2016-17,2 years,NP, 
QLD,4410,Jandowae,2016-17,2 years,NP, 
QLD,4411,Warra,2016-17,2 years,NP, 
QLD,4412,Brigalow,2016-17,2 years,NP, 
QLD,4413,"Chinchilla, Chances Plain, Montrose, Baking Board, Boonarga and 5 others",2016-17,2 years,90.0-92.4, 
QLD,4415,"Miles, Columboola, Dalwogon, Gurulmundi, Hookswood and 3 others",2016-17,2 years,95.0-100.0,#
QLD,4416,"Condamine, Sunnyside, Barramornie, Moraby, Nangram and 2 others",2016-17,2 years,NP, 
QLD,4417,"Surat, Noorindoo, Oberina, Parknook, Warkon and 2 others",2016-17,2 years,NP, 
