POA_CODE_2016,POA_NAME_2016,PHN_CODE_2017,PHN_NAME_2017,RATIO,PERCENTAGE
3360,3360,PHN206,Western Victoria,1,100
3361,3361,PHN206,Western Victoria,1,100
3363,3363,PHN206,Western Victoria,1,100
3364,3364,PHN205,Murray,0.046716,4.671603
3364,3364,PHN206,Western Victoria,0.953284,95.328397
3370,3370,PHN206,Western Victoria,1,100
3371,3371,PHN206,Western Victoria,1,100
3373,3373,PHN206,Western Victoria,1,100
3374,3374,PHN206,Western Victoria,1,100
3375,3375,PHN206,Western Victoria,1,100
3377,3377,PHN206,Western Victoria,1,100
3378,3378,PHN206,Western Victoria,1,100
3379,3379,PHN206,Western Victoria,1,100
3380,3380,PHN206,Western Victoria,1,100
3381,3381,PHN206,Western Victoria,1,100
3384,3384,PHN206,Western Victoria,1,100
3385,3385,PHN206,Western Victoria,1,100
3387,3387,PHN206,Western Victoria,1,100
3388,3388,PHN206,Western Victoria,1,100
3390,3390,PHN206,Western Victoria,1,100
3391,3391,PHN206,Western Victoria,1,100
3392,3392,PHN206,Western Victoria,1,100
3393,3393,PHN205,Murray,0.0113122,1.1312213
3393,3393,PHN206,Western Victoria,0.9886878,98.8687787
3395,3395,PHN205,Murray,0.065934,6.5934013
3395,3395,PHN206,Western Victoria,0.934066,93.4065987
3396,3396,PHN206,Western Victoria,1,100
3400,3400,PHN206,Western Victoria,1,100
3401,3401,PHN206,Western Victoria,1,100
3407,3407,PHN206,Western Victoria,1,100
3409,3409,PHN206,Western Victoria,1,100
3412,3412,PHN206,Western Victoria,1,100
3413,3413,PHN206,Western Victoria,1,100
3414,3414,PHN206,Western Victoria,1,100
3415,3415,PHN206,Western Victoria,1,100
3418,3418,PHN206,Western Victoria,1,100
3419,3419,PHN206,Western Victoria,1,100
3420,3420,PHN206,Western Victoria,1,100
3423,3423,PHN206,Western Victoria,1,100
3424,3424,PHN206,Western Victoria,1,100
3427,3427,PHN201,North Western Melbourne,1,100
3428,3428,PHN201,North Western Melbourne,1,100
3429,3429,PHN201,North Western Melbourne,1,100
3430,3430,PHN201,North Western Melbourne,1,100
3431,3431,PHN201,North Western Melbourne,1,100
3432,3432,PHN201,North Western Melbourne,1,100
3433,3433,PHN201,North Western Melbourne,1,100
3434,3434,PHN201,North Western Melbourne,1,100
3435,3435,PHN201,North Western Melbourne,0.978087,97.808695
3435,3435,PHN205,Murray,0.021913,2.191305
3437,3437,PHN201,North Western Melbourne,1,100
3438,3438,PHN201,North Western Melbourne,1,100
3440,3440,PHN201,North Western Melbourne,1,100
3441,3441,PHN201,North Western Melbourne,1,100
3442,3442,PHN201,North Western Melbourne,0.0422422,4.2242194
3442,3442,PHN205,Murray,0.9577578,95.7757806
3444,3444,PHN205,Murray,0.9889167,98.8916657
3444,3444,PHN206,Western Victoria,0.0110833,1.1083343
3446,3446,PHN205,Murray,0.8167641,81.6764142
3446,3446,PHN206,Western Victoria,0.1832359,18.3235858
3447,3447,PHN205,Murray,0.9913232,99.1323211
3447,3447,PHN206,Western Victoria,0.0086768,0.8676789
3448,3448,PHN205,Murray,1,100
3450,3450,PHN205,Murray,1,100
3451,3451,PHN205,Murray,0.9921972,99.2197191
3451,3451,PHN206,Western Victoria,0.0078028,0.7802809
3453,3453,PHN205,Murray,1,100
3458,3458,PHN205,Murray,0.0643843,6.4384251
3458,3458,PHN206,Western Victoria,0.9356157,93.5615749
3460,3460,PHN206,Western Victoria,1,100
3461,3461,PHN205,Murray,0.0251694,2.5169406
3461,3461,PHN206,Western Victoria,0.9748306,97.4830594
3462,3462,PHN205,Murray,1,100
3463,3463,PHN205,Murray,1,100
3464,3464,PHN206,Western Victoria,1,100
3465,3465,PHN206,Western Victoria,1,100
3467,3467,PHN206,Western Victoria,1,100
3468,3468,PHN206,Western Victoria,1,100
3469,3469,PHN206,Western Victoria,1,100
3472,3472,PHN205,Murray,0.028169,2.8169003
3472,3472,PHN206,Western Victoria,0.971831,97.1830997
3475,3475,PHN205,Murray,0.2017045,20.1704465
3475,3475,PHN206,Western Victoria,0.7982955,79.8295535
3477,3477,PHN205,Murray,0.0295203,2.9520289
3477,3477,PHN206,Western Victoria,0.9704797,97.0479711
3478,3478,PHN205,Murray,0.003666,0.3665992
3478,3478,PHN206,Western Victoria,0.996334,99.6334008
3480,3480,PHN205,Murray,0.9488147,94.8814659
3480,3480,PHN206,Western Victoria,0.0511853,5.1185341
3482,3482,PHN205,Murray,1,100
3483,3483,PHN205,Murray,1,100
3485,3485,PHN205,Murray,0.3311475,33.1147498
3485,3485,PHN206,Western Victoria,0.6688525,66.8852502
3487,3487,PHN206,Western Victoria,1,100
3488,3488,PHN205,Murray,0.0265487,2.6548673
3488,3488,PHN206,Western Victoria,0.9734513,97.3451327
3489,3489,PHN205,Murray,0.3050849,30.508493
3489,3489,PHN206,Western Victoria,0.6949151,69.491507
3490,3490,PHN205,Murray,1,99.9999976
3491,3491,PHN205,Murray,0.3740455,37.4045516
3491,3491,PHN206,Western Victoria,0.6259545,62.5954484
3494,3494,PHN205,Murray,1,100
3496,3496,PHN205,Murray,1,100
3498,3498,PHN205,Murray,1,100
3500,3500,PHN205,Murray,1,100
3501,3501,PHN205,Murray,1,100
3505,3505,PHN205,Murray,1,100
3506,3506,PHN205,Murray,1,100
3507,3507,PHN205,Murray,1,100
3509,3509,PHN205,Murray,1,100
3512,3512,PHN205,Murray,1,100
3515,3515,PHN205,Murray,1,100
3516,3516,PHN205,Murray,1,100
3517,3517,PHN205,Murray,1,100
3518,3518,PHN205,Murray,1,100
3520,3520,PHN205,Murray,1,100
3521,3521,PHN205,Murray,1,100
3522,3522,PHN205,Murray,1,100
3523,3523,PHN205,Murray,1,100
3525,3525,PHN205,Murray,1,100
3527,3527,PHN205,Murray,1,100
3529,3529,PHN205,Murray,1,100
3530,3530,PHN205,Murray,1,100
3531,3531,PHN205,Murray,1,100
3533,3533,PHN205,Murray,1,100
3537,3537,PHN205,Murray,1,100
3540,3540,PHN205,Murray,1,100
3542,3542,PHN205,Murray,1,100
3544,3544,PHN205,Murray,1,100
3546,3546,PHN205,Murray,1,100
3549,3549,PHN205,Murray,1,100
3550,3550,PHN205,Murray,1,100
3551,3551,PHN205,Murray,0.9998311,99.983108
3551,3551,PHN206,Western Victoria,0.0001689,0.016892
3555,3555,PHN205,Murray,1,100
3556,3556,PHN205,Murray,1,100
3557,3557,PHN205,Murray,1,100
3558,3558,PHN205,Murray,1,100
3559,3559,PHN205,Murray,1,100
3561,3561,PHN205,Murray,1,100
3562,3562,PHN205,Murray,1,100
3563,3563,PHN205,Murray,1,100
3564,3564,PHN205,Murray,1,100
3565,3565,PHN205,Murray,1,100
3566,3566,PHN205,Murray,1,100
3567,3567,PHN205,Murray,1,100
3568,3568,PHN205,Murray,1,100
3570,3570,PHN205,Murray,1,100
3571,3571,PHN205,Murray,1,100
3572,3572,PHN205,Murray,1,100
3573,3573,PHN205,Murray,1,100
3575,3575,PHN205,Murray,1,100
3576,3576,PHN205,Murray,1,100
3579,3579,PHN205,Murray,1,100
3580,3580,PHN205,Murray,1,100
3581,3581,PHN205,Murray,1,100
3583,3583,PHN205,Murray,1,100
3584,3584,PHN205,Murray,1,100
3585,3585,PHN205,Murray,1,100
3586,3586,PHN205,Murray,1,100
3588,3588,PHN205,Murray,1,100
3589,3589,PHN205,Murray,1,100
3590,3590,PHN205,Murray,1,100
3591,3591,PHN205,Murray,1,100
3594,3594,PHN205,Murray,1,100
3595,3595,PHN205,Murray,1,100
3596,3596,PHN205,Murray,1,100
3597,3597,PHN205,Murray,1,100
3599,3599,PHN205,Murray,1,100
3607,3607,PHN205,Murray,1,100
3608,3608,PHN205,Murray,1,100
3610,3610,PHN205,Murray,1,100
3612,3612,PHN205,Murray,1,100
3614,3614,PHN205,Murray,1,100
3616,3616,PHN205,Murray,1,100
3617,3617,PHN205,Murray,1,100
3618,3618,PHN205,Murray,1,100
3620,3620,PHN205,Murray,1,100
3621,3621,PHN205,Murray,1,100
3622,3622,PHN205,Murray,1,100
3623,3623,PHN205,Murray,1,100
3624,3624,PHN205,Murray,1,100
3629,3629,PHN205,Murray,1,100
3630,3630,PHN205,Murray,1,100
3631,3631,PHN205,Murray,1,100
3633,3633,PHN205,Murray,1,100
3634,3634,PHN205,Murray,1,100
3635,3635,PHN205,Murray,1,100
3636,3636,PHN205,Murray,1,100
3637,3637,PHN205,Murray,1,100
3638,3638,PHN205,Murray,1,100
3639,3639,PHN205,Murray,1,100
3640,3640,PHN205,Murray,1,100
3641,3641,PHN205,Murray,1,100
3644,3644,PHN110,Murrumbidgee,0.2067318,20.6731827
3644,3644,PHN205,Murray,0.7932682,79.3268173
3646,3646,PHN205,Murray,1,100
3647,3647,PHN205,Murray,1,100
3649,3649,PHN205,Murray,1,100
3658,3658,PHN202,Eastern Melbourne,0.0847294,8.4729361
3658,3658,PHN205,Murray,0.9152706,91.5270639
3659,3659,PHN205,Murray,1,100
3660,3660,PHN205,Murray,1,100
3662,3662,PHN205,Murray,1,100
3663,3663,PHN205,Murray,1,100
3664,3664,PHN205,Murray,1,100
3665,3665,PHN205,Murray,1,100
3666,3666,PHN205,Murray,1,100
3669,3669,PHN205,Murray,1,100
3670,3670,PHN205,Murray,1,100
3672,3672,PHN205,Murray,1,100
3673,3673,PHN205,Murray,1,100
3675,3675,PHN205,Murray,1,100
3677,3677,PHN205,Murray,1,100
3678,3678,PHN205,Murray,1,100
3682,3682,PHN205,Murray,1,100
3683,3683,PHN205,Murray,1,100
3685,3685,PHN205,Murray,1,100
3687,3687,PHN205,Murray,1,100
3688,3688,PHN205,Murray,1,100
3690,3690,PHN205,Murray,1,100
3691,3691,PHN205,Murray,1,100
3694,3694,PHN205,Murray,1,100
3695,3695,PHN205,Murray,1,100
3697,3697,PHN205,Murray,1,100
3698,3698,PHN205,Murray,1,100
3699,3699,PHN205,Murray,1,99.9999964
3700,3700,PHN205,Murray,1,100
3701,3701,PHN205,Murray,1,99.9999972
3704,3704,PHN205,Murray,1,100
3705,3705,PHN205,Murray,1,100
3707,3707,PHN110,Murrumbidgee,0.028462,2.8461956
3707,3707,PHN205,Murray,0.971538,97.1538028
3708,3708,PHN205,Murray,1,100
3709,3709,PHN205,Murray,1,100
3711,3711,PHN205,Murray,1,100
3712,3712,PHN205,Murray,1,100
3713,3713,PHN205,Murray,1,100
3714,3714,PHN205,Murray,1,100
3715,3715,PHN205,Murray,1,100
3717,3717,PHN205,Murray,1,100
3718,3718,PHN205,Murray,1,100
3719,3719,PHN205,Murray,1,100
3720,3720,PHN205,Murray,1,100
3722,3722,PHN205,Murray,1,100
3723,3723,PHN205,Murray,1,99.9999997
3725,3725,PHN205,Murray,1,100
3726,3726,PHN205,Murray,1,100
3727,3727,PHN205,Murray,1,100
3728,3728,PHN205,Murray,1,100
3730,3730,PHN205,Murray,1,100
3732,3732,PHN205,Murray,1,100
3733,3733,PHN205,Murray,1,100
3735,3735,PHN205,Murray,1,100
3737,3737,PHN205,Murray,1,100
3738,3738,PHN205,Murray,1,100
3739,3739,PHN205,Murray,1,100
3740,3740,PHN205,Murray,1,100
3741,3741,PHN205,Murray,1,100
3744,3744,PHN205,Murray,1,100
3746,3746,PHN205,Murray,1,100
3747,3747,PHN205,Murray,1,100
3749,3749,PHN205,Murray,1,100
3750,3750,PHN202,Eastern Melbourne,1,100
3751,3751,PHN202,Eastern Melbourne,1,100
3752,3752,PHN202,Eastern Melbourne,1,100
3753,3753,PHN202,Eastern Melbourne,1,100
3754,3754,PHN202,Eastern Melbourne,1,100
3755,3755,PHN202,Eastern Melbourne,1,100
3756,3756,PHN201,North Western Melbourne,0.0426461,4.2646073
3756,3756,PHN202,Eastern Melbourne,0.9573539,95.7353927
3757,3757,PHN202,Eastern Melbourne,1,100
3758,3758,PHN202,Eastern Melbourne,1,100
3759,3759,PHN202,Eastern Melbourne,1,100
3760,3760,PHN202,Eastern Melbourne,1,100
3761,3761,PHN202,Eastern Melbourne,1,100
3762,3762,PHN201,North Western Melbourne,0.0458015,4.5801523
3762,3762,PHN202,Eastern Melbourne,0.9541985,95.4198477
3763,3763,PHN202,Eastern Melbourne,1,100
3764,3764,PHN205,Murray,1,100
3765,3765,PHN202,Eastern Melbourne,1,100
3766,3766,PHN202,Eastern Melbourne,1,100
3767,3767,PHN202,Eastern Melbourne,1,100
3770,3770,PHN202,Eastern Melbourne,1,100
3775,3775,PHN202,Eastern Melbourne,1,100
3777,3777,PHN202,Eastern Melbourne,1,100
3778,3778,PHN205,Murray,0.9999998,99.9999847
3779,3779,PHN205,Murray,1,100
3781,3781,PHN203,South Eastern Melbourne,1,100
3782,3782,PHN202,Eastern Melbourne,0.1075763,10.7576297
3782,3782,PHN203,South Eastern Melbourne,0.8924237,89.2423703
3783,3783,PHN203,South Eastern Melbourne,1,100
3785,3785,PHN202,Eastern Melbourne,1,100
3786,3786,PHN202,Eastern Melbourne,1,100
3787,3787,PHN202,Eastern Melbourne,1,100
3788,3788,PHN202,Eastern Melbourne,1,100
3789,3789,PHN202,Eastern Melbourne,1,100
3791,3791,PHN202,Eastern Melbourne,1,100
3792,3792,PHN202,Eastern Melbourne,1,100
3793,3793,PHN202,Eastern Melbourne,1,100
3795,3795,PHN202,Eastern Melbourne,1,100
3796,3796,PHN202,Eastern Melbourne,1,100
3797,3797,PHN202,Eastern Melbourne,1,100
3799,3799,PHN202,Eastern Melbourne,0.9683281,96.8328142
3799,3799,PHN205,Murray,0.0316719,3.1671858
3800,3800,PHN202,Eastern Melbourne,1,100
3802,3802,PHN203,South Eastern Melbourne,1,100
3803,3803,PHN203,South Eastern Melbourne,1,100
3804,3804,PHN202,Eastern Melbourne,0.0511364,5.1136376
3804,3804,PHN203,South Eastern Melbourne,0.9488636,94.8863624
3805,3805,PHN203,South Eastern Melbourne,1,100
3806,3806,PHN203,South Eastern Melbourne,1,100
3807,3807,PHN203,South Eastern Melbourne,1,100
3808,3808,PHN203,South Eastern Melbourne,1,100
3809,3809,PHN203,South Eastern Melbourne,1,100
3810,3810,PHN203,South Eastern Melbourne,1,100
3812,3812,PHN203,South Eastern Melbourne,1,100
3813,3813,PHN203,South Eastern Melbourne,1,100
3814,3814,PHN203,South Eastern Melbourne,1,100
3815,3815,PHN203,South Eastern Melbourne,1,100
3816,3816,PHN203,South Eastern Melbourne,0.0446659,4.4665928
3816,3816,PHN204,Gippsland,0.9553341,95.5334072
3818,3818,PHN204,Gippsland,1,100
3820,3820,PHN204,Gippsland,1,100
3821,3821,PHN204,Gippsland,1,100
3822,3822,PHN204,Gippsland,1,100
3823,3823,PHN204,Gippsland,1,100
3824,3824,PHN204,Gippsland,1,100
3825,3825,PHN204,Gippsland,1,100
3831,3831,PHN204,Gippsland,1,100
3832,3832,PHN204,Gippsland,1,100
3833,3833,PHN204,Gippsland,1,99.9999966
3835,3835,PHN204,Gippsland,1,100
3840,3840,PHN204,Gippsland,1,100
3842,3842,PHN204,Gippsland,1,100
3844,3844,PHN204,Gippsland,1,100
3847,3847,PHN204,Gippsland,1,100
3850,3850,PHN204,Gippsland,1,100
3851,3851,PHN204,Gippsland,1,100
3852,3852,PHN204,Gippsland,1,100
3854,3854,PHN204,Gippsland,1,100
3856,3856,PHN204,Gippsland,1,100
3857,3857,PHN204,Gippsland,1,100
3858,3858,PHN204,Gippsland,1,99.9999987
3859,3859,PHN204,Gippsland,1,100
3860,3860,PHN204,Gippsland,1,100
3862,3862,PHN204,Gippsland,1,99.9999987
3864,3864,PHN204,Gippsland,1,100
3865,3865,PHN204,Gippsland,1,100
3869,3869,PHN204,Gippsland,1,100
3870,3870,PHN204,Gippsland,1,100
3871,3871,PHN204,Gippsland,1,100
3873,3873,PHN204,Gippsland,1,100
3874,3874,PHN204,Gippsland,1,100
3875,3875,PHN204,Gippsland,1,100
3878,3878,PHN204,Gippsland,1,100
3880,3880,PHN204,Gippsland,1,100
3882,3882,PHN204,Gippsland,1,100
3885,3885,PHN204,Gippsland,1,100
3886,3886,PHN204,Gippsland,1,100
3887,3887,PHN204,Gippsland,1,100
3888,3888,PHN204,Gippsland,1,100
3889,3889,PHN204,Gippsland,1,100
3890,3890,PHN204,Gippsland,1,100
3891,3891,PHN204,Gippsland,1,100
3892,3892,PHN204,Gippsland,1,100
3893,3893,PHN204,Gippsland,1,100
3895,3895,PHN204,Gippsland,1,100
3896,3896,PHN204,Gippsland,1,100
3898,3898,PHN204,Gippsland,0.7062572,70.6257214
3898,3898,PHN205,Murray,0.2937428,29.3742786
3900,3900,PHN204,Gippsland,1,100
3902,3902,PHN204,Gippsland,1,100
3903,3903,PHN204,Gippsland,1,100
3904,3904,PHN204,Gippsland,1,100
3909,3909,PHN204,Gippsland,1,100
3910,3910,PHN203,South Eastern Melbourne,1,100
3911,3911,PHN203,South Eastern Melbourne,1,100
3912,3912,PHN203,South Eastern Melbourne,1,100
3913,3913,PHN203,South Eastern Melbourne,1,100
3915,3915,PHN203,South Eastern Melbourne,1,100
3916,3916,PHN203,South Eastern Melbourne,1,100
3918,3918,PHN203,South Eastern Melbourne,1,100
3919,3919,PHN203,South Eastern Melbourne,1,100
3920,3920,PHN203,South Eastern Melbourne,1,100
3921,3921,PHN204,Gippsland,1,100
3922,3922,PHN204,Gippsland,1,100
3923,3923,PHN204,Gippsland,1,100
3925,3925,PHN204,Gippsland,1,100
3926,3926,PHN203,South Eastern Melbourne,1,100
3927,3927,PHN203,South Eastern Melbourne,1,100
3928,3928,PHN203,South Eastern Melbourne,1,100
3929,3929,PHN203,South Eastern Melbourne,1,100
3930,3930,PHN203,South Eastern Melbourne,1,100
3931,3931,PHN203,South Eastern Melbourne,1,100
3933,3933,PHN203,South Eastern Melbourne,1,100
3934,3934,PHN203,South Eastern Melbourne,1,100
3936,3936,PHN203,South Eastern Melbourne,1,100
3937,3937,PHN203,South Eastern Melbourne,1,100
3938,3938,PHN203,South Eastern Melbourne,1,100
3939,3939,PHN203,South Eastern Melbourne,1,100
3940,3940,PHN203,South Eastern Melbourne,1,100
3941,3941,PHN203,South Eastern Melbourne,1,100
3942,3942,PHN203,South Eastern Melbourne,1,100
3943,3943,PHN203,South Eastern Melbourne,1,100
3944,3944,PHN203,South Eastern Melbourne,1,100
3945,3945,PHN204,Gippsland,1,100
3946,3946,PHN204,Gippsland,1,100
3950,3950,PHN204,Gippsland,1,100
3951,3951,PHN204,Gippsland,1,100
3953,3953,PHN204,Gippsland,1,100
3954,3954,PHN204,Gippsland,1,100
3956,3956,PHN204,Gippsland,1,100
3957,3957,PHN204,Gippsland,1,100
3958,3958,PHN204,Gippsland,1,100
3959,3959,PHN204,Gippsland,1,100
3960,3960,PHN204,Gippsland,1,100
3962,3962,PHN204,Gippsland,1,100
3964,3964,PHN204,Gippsland,1,100
3965,3965,PHN204,Gippsland,1,100
3966,3966,PHN204,Gippsland,1,100
3967,3967,PHN204,Gippsland,1,100
3971,3971,PHN204,Gippsland,1,100
3975,3975,PHN203,South Eastern Melbourne,1,100
3976,3976,PHN203,South Eastern Melbourne,1,100
3977,3977,PHN203,South Eastern Melbourne,1,100
3978,3978,PHN203,South Eastern Melbourne,1,100
3979,3979,PHN204,Gippsland,1,100
3980,3980,PHN203,South Eastern Melbourne,1,100
3981,3981,PHN203,South Eastern Melbourne,0.9876974,98.7697354
3981,3981,PHN204,Gippsland,0.0123026,1.2302646
3984,3984,PHN203,South Eastern Melbourne,0.3561905,35.6190473
3984,3984,PHN204,Gippsland,0.6438095,64.3809527
3987,3987,PHN203,South Eastern Melbourne,0.0283267,2.8326743
3987,3987,PHN204,Gippsland,0.9716733,97.1673257
3988,3988,PHN204,Gippsland,1,100
3990,3990,PHN204,Gippsland,1,100
3991,3991,PHN204,Gippsland,1,100
3992,3992,PHN204,Gippsland,1,100
3995,3995,PHN204,Gippsland,1,100
3996,3996,PHN204,Gippsland,1,100
4000,4000,PHN301,Brisbane North,1,100
4005,4005,PHN301,Brisbane North,1,100
4006,4006,PHN301,Brisbane North,1,100
4007,4007,PHN301,Brisbane North,1,100
4008,4008,PHN301,Brisbane North,1,100
4009,4009,PHN301,Brisbane North,1,100
4010,4010,PHN301,Brisbane North,1,100
4011,4011,PHN301,Brisbane North,1,100
4012,4012,PHN301,Brisbane North,1,100
4013,4013,PHN301,Brisbane North,1,100
4014,4014,PHN301,Brisbane North,1,100
4017,4017,PHN301,Brisbane North,1,100
4018,4018,PHN301,Brisbane North,1,100
4019,4019,PHN301,Brisbane North,1,100
4020,4020,PHN301,Brisbane North,1,100
4021,4021,PHN301,Brisbane North,1,100
4022,4022,PHN301,Brisbane North,1,100
4025,4025,PHN302,Brisbane South,1,100
4029,4029,PHN301,Brisbane North,1,100
4030,4030,PHN301,Brisbane North,1,100
4031,4031,PHN301,Brisbane North,1,100
4032,4032,PHN301,Brisbane North,1,100
4034,4034,PHN301,Brisbane North,1,100
4035,4035,PHN301,Brisbane North,1,100
4036,4036,PHN301,Brisbane North,1,100
4037,4037,PHN301,Brisbane North,1,100
4051,4051,PHN301,Brisbane North,1,100
4053,4053,PHN301,Brisbane North,1,100
4054,4054,PHN301,Brisbane North,1,100
4055,4055,PHN301,Brisbane North,1,100
4059,4059,PHN301,Brisbane North,1,100
4060,4060,PHN301,Brisbane North,1,100
4061,4061,PHN301,Brisbane North,1,100
4064,4064,PHN301,Brisbane North,1,100
4065,4065,PHN301,Brisbane North,1,100
4066,4066,PHN301,Brisbane North,1,100
4067,4067,PHN301,Brisbane North,1,100
4068,4068,PHN301,Brisbane North,0.873252,87.3251966
4068,4068,PHN302,Brisbane South,0.126748,12.6748034
4069,4069,PHN301,Brisbane North,1,100
4070,4070,PHN301,Brisbane North,1,100
4072,4072,PHN301,Brisbane North,1,100
4073,4073,PHN302,Brisbane South,1,100
4074,4074,PHN302,Brisbane South,1,100
4075,4075,PHN302,Brisbane South,1,100
4076,4076,PHN302,Brisbane South,1,100
4077,4077,PHN302,Brisbane South,1,100
4078,4078,PHN302,Brisbane South,1,100
4101,4101,PHN302,Brisbane South,1,100
4102,4102,PHN302,Brisbane South,1,100
4103,4103,PHN302,Brisbane South,1,100
4104,4104,PHN302,Brisbane South,1,100
4105,4105,PHN302,Brisbane South,1,100
4106,4106,PHN302,Brisbane South,1,100
4107,4107,PHN302,Brisbane South,1,100
4108,4108,PHN302,Brisbane South,1,100
4109,4109,PHN302,Brisbane South,1,100
4110,4110,PHN302,Brisbane South,1,100
4111,4111,PHN302,Brisbane South,1,100
4112,4112,PHN302,Brisbane South,1,100
4113,4113,PHN302,Brisbane South,1,100
4114,4114,PHN302,Brisbane South,1,100
4115,4115,PHN302,Brisbane South,1,100
4116,4116,PHN302,Brisbane South,1,100
4117,4117,PHN302,Brisbane South,1,100
4118,4118,PHN302,Brisbane South,1,100
4119,4119,PHN302,Brisbane South,1,100
4120,4120,PHN302,Brisbane South,1,100
4121,4121,PHN302,Brisbane South,1,100
4122,4122,PHN302,Brisbane South,1,100
4123,4123,PHN302,Brisbane South,1,100
4124,4124,PHN302,Brisbane South,1,99.9999999
4125,4125,PHN302,Brisbane South,1,100
4127,4127,PHN302,Brisbane South,1,100
4128,4128,PHN302,Brisbane South,1,100
4129,4129,PHN302,Brisbane South,1,100
4130,4130,PHN302,Brisbane South,1,100
4131,4131,PHN302,Brisbane South,1,100
4132,4132,PHN302,Brisbane South,1,100
4133,4133,PHN302,Brisbane South,1,100
4151,4151,PHN302,Brisbane South,1,100
4152,4152,PHN302,Brisbane South,1,100
4153,4153,PHN302,Brisbane South,1,100
4154,4154,PHN302,Brisbane South,1,100
4155,4155,PHN302,Brisbane South,1,100
4156,4156,PHN302,Brisbane South,1,100
4157,4157,PHN302,Brisbane South,1,100
4158,4158,PHN302,Brisbane South,1,100
4159,4159,PHN302,Brisbane South,1,100
4160,4160,PHN302,Brisbane South,1,100
4161,4161,PHN302,Brisbane South,1,100
4163,4163,PHN302,Brisbane South,1,100
4164,4164,PHN302,Brisbane South,1,100
4165,4165,PHN302,Brisbane South,1,100
4169,4169,PHN302,Brisbane South,1,100
4170,4170,PHN302,Brisbane South,1,100
4171,4171,PHN302,Brisbane South,1,100
4172,4172,PHN302,Brisbane South,1,100
4173,4173,PHN302,Brisbane South,1,100
4174,4174,PHN302,Brisbane South,1,100
4178,4178,PHN302,Brisbane South,1,100
4179,4179,PHN302,Brisbane South,1,100
4183,4183,PHN302,Brisbane South,1,100
4184,4184,PHN302,Brisbane South,1,100
4205,4205,PHN302,Brisbane South,1,100
4207,4207,PHN302,Brisbane South,0.9261071,92.6107114
4207,4207,PHN303,Gold Coast,0.0738929,7.3892886
4208,4208,PHN303,Gold Coast,1,100
4209,4209,PHN303,Gold Coast,1,100
4210,4210,PHN303,Gold Coast,1,100
4211,4211,PHN303,Gold Coast,1,100
4212,4212,PHN303,Gold Coast,1,100
4213,4213,PHN303,Gold Coast,1,100
4214,4214,PHN303,Gold Coast,1,100
4215,4215,PHN303,Gold Coast,1,100
4216,4216,PHN303,Gold Coast,1,100
4217,4217,PHN303,Gold Coast,1,100
4218,4218,PHN303,Gold Coast,1,100
4220,4220,PHN303,Gold Coast,1,100
4221,4221,PHN303,Gold Coast,1,100
4222,4222,PHN303,Gold Coast,1,100
4223,4223,PHN303,Gold Coast,1,100
4224,4224,PHN303,Gold Coast,1,100
4225,4225,PHN303,Gold Coast,1,100
4226,4226,PHN303,Gold Coast,1,100
4227,4227,PHN303,Gold Coast,1,100
4228,4228,PHN303,Gold Coast,1,100
4229,4229,PHN303,Gold Coast,1,100
4230,4230,PHN303,Gold Coast,1,100
4270,4270,PHN302,Brisbane South,0.327001,32.7000999
4270,4270,PHN303,Gold Coast,0.672999,67.2999001
4271,4271,PHN303,Gold Coast,1,100
4272,4272,PHN303,Gold Coast,1,100
4275,4275,PHN302,Brisbane South,0.0824832,8.2483242
4275,4275,PHN303,Gold Coast,0.9175168,91.7516758
4280,4280,PHN302,Brisbane South,1,100
4285,4285,PHN302,Brisbane South,0.9998517,99.9851654
4285,4285,PHN303,Gold Coast,0.0001483,0.0148346
4287,4287,PHN302,Brisbane South,1,100
4300,4300,PHN304,Darling Downs and West Moreton,1,100
4301,4301,PHN304,Darling Downs and West Moreton,1,100
4303,4303,PHN304,Darling Downs and West Moreton,1,100
4304,4304,PHN304,Darling Downs and West Moreton,1,100
4305,4305,PHN304,Darling Downs and West Moreton,1,100
4306,4306,PHN304,Darling Downs and West Moreton,1,100
4307,4307,PHN304,Darling Downs and West Moreton,1,100
4309,4309,PHN304,Darling Downs and West Moreton,1,100
4310,4310,PHN304,Darling Downs and West Moreton,1,100
4311,4311,PHN304,Darling Downs and West Moreton,1,100
4312,4312,PHN304,Darling Downs and West Moreton,1,100
4313,4313,PHN304,Darling Downs and West Moreton,1,100
4340,4340,PHN304,Darling Downs and West Moreton,1,100
4341,4341,PHN304,Darling Downs and West Moreton,1,100
4342,4342,PHN304,Darling Downs and West Moreton,1,100
4343,4343,PHN304,Darling Downs and West Moreton,1,100
4344,4344,PHN304,Darling Downs and West Moreton,1,100
4345,4345,PHN304,Darling Downs and West Moreton,1,100
4346,4346,PHN304,Darling Downs and West Moreton,1,100
4347,4347,PHN304,Darling Downs and West Moreton,1,100
4350,4350,PHN304,Darling Downs and West Moreton,1,100
4352,4352,PHN304,Darling Downs and West Moreton,1,100
4353,4353,PHN304,Darling Downs and West Moreton,1,100
4354,4354,PHN304,Darling Downs and West Moreton,1,100
4355,4355,PHN304,Darling Downs and West Moreton,1,100
4356,4356,PHN304,Darling Downs and West Moreton,1,100
4357,4357,PHN304,Darling Downs and West Moreton,1,100
4358,4358,PHN304,Darling Downs and West Moreton,1,100
4359,4359,PHN304,Darling Downs and West Moreton,1,100
4360,4360,PHN304,Darling Downs and West Moreton,1,100
