POA_CODE_2016,POA_NAME_2016,PHN_CODE_2017,PHN_NAME_2017,RATIO,PERCENTAGE
5374,5374,PHN402,Country SA,1,100
5381,5381,PHN402,Country SA,1,100
5400,5400,PHN402,Country SA,1,100
5401,5401,PHN402,Country SA,1,100
5410,5410,PHN402,Country SA,1,100
5411,5411,PHN402,Country SA,1,100
5412,5412,PHN402,Country SA,1,100
5413,5413,PHN402,Country SA,1,100
5414,5414,PHN402,Country SA,1,100
5415,5415,PHN402,Country SA,1,100
5416,5416,PHN402,Country SA,1,100
5417,5417,PHN402,Country SA,1,100
5418,5418,PHN402,Country SA,1,100
5419,5419,PHN402,Country SA,1,100
5420,5420,PHN402,Country SA,1,100
5421,5421,PHN402,Country SA,1,100
5422,5422,PHN402,Country SA,1,100
5431,5431,PHN402,Country SA,1,100
5432,5432,PHN402,Country SA,1,100
5433,5433,PHN402,Country SA,1,100
5434,5434,PHN402,Country SA,1,100
5440,5440,PHN402,Country SA,1,100
5451,5451,PHN402,Country SA,1,100
5452,5452,PHN402,Country SA,1,100
5453,5453,PHN402,Country SA,1,100
5454,5454,PHN402,Country SA,1,100
5455,5455,PHN402,Country SA,1,100
5460,5460,PHN402,Country SA,1,100
5461,5461,PHN402,Country SA,1,100
5462,5462,PHN402,Country SA,1,100
5464,5464,PHN402,Country SA,1,100
5470,5470,PHN402,Country SA,1,100
5471,5471,PHN402,Country SA,1,100
5472,5472,PHN402,Country SA,1,100
5473,5473,PHN402,Country SA,1,100
5480,5480,PHN402,Country SA,1,100
5481,5481,PHN402,Country SA,1,100
5482,5482,PHN402,Country SA,1,100
5483,5483,PHN402,Country SA,1,100
5485,5485,PHN402,Country SA,1,100
5490,5490,PHN402,Country SA,1,100
5491,5491,PHN402,Country SA,1,100
5493,5493,PHN402,Country SA,1,100
5495,5495,PHN402,Country SA,1,100
5501,5501,PHN402,Country SA,1,100
5502,5502,PHN402,Country SA,1,100
5510,5510,PHN402,Country SA,1,100
5520,5520,PHN402,Country SA,1,100
5521,5521,PHN402,Country SA,1,100
5522,5522,PHN402,Country SA,1,100
5523,5523,PHN402,Country SA,1,100
5540,5540,PHN402,Country SA,1,100
5550,5550,PHN402,Country SA,1,100
5552,5552,PHN402,Country SA,1,100
5554,5554,PHN402,Country SA,1,100
5555,5555,PHN402,Country SA,1,100
5556,5556,PHN402,Country SA,1,100
5558,5558,PHN402,Country SA,1,100
5560,5560,PHN402,Country SA,1,100
5570,5570,PHN402,Country SA,1,100
5571,5571,PHN402,Country SA,1,100
5572,5572,PHN402,Country SA,1,100
5573,5573,PHN402,Country SA,1,100
5575,5575,PHN402,Country SA,1,100
5576,5576,PHN402,Country SA,1,100
5577,5577,PHN402,Country SA,1,100
5580,5580,PHN402,Country SA,1,100
5581,5581,PHN402,Country SA,1,100
5582,5582,PHN402,Country SA,1,100
5583,5583,PHN402,Country SA,1,100
5600,5600,PHN402,Country SA,1,100
5601,5601,PHN402,Country SA,1,100
5602,5602,PHN402,Country SA,1,100
5603,5603,PHN402,Country SA,1,100
5604,5604,PHN402,Country SA,1,100
5605,5605,PHN402,Country SA,1,100
5606,5606,PHN402,Country SA,1,100
5607,5607,PHN402,Country SA,1,100
5608,5608,PHN402,Country SA,1,100
5609,5609,PHN402,Country SA,1,100
5630,5630,PHN402,Country SA,1,100
5631,5631,PHN402,Country SA,1,100
5632,5632,PHN402,Country SA,1,100
5633,5633,PHN402,Country SA,1,100
5640,5640,PHN402,Country SA,1,100
5641,5641,PHN402,Country SA,1,100
5642,5642,PHN402,Country SA,1,100
5650,5650,PHN402,Country SA,1,100
5651,5651,PHN402,Country SA,1,100
5652,5652,PHN402,Country SA,1,100
5653,5653,PHN402,Country SA,1,100
5654,5654,PHN402,Country SA,1,100
5655,5655,PHN402,Country SA,1,100
5660,5660,PHN402,Country SA,1,100
5661,5661,PHN402,Country SA,1,100
5670,5670,PHN402,Country SA,1,100
5671,5671,PHN402,Country SA,1,100
5680,5680,PHN402,Country SA,1,100
5690,5690,PHN402,Country SA,1,100
5700,5700,PHN402,Country SA,1,100
5701,5701,PHN402,Country SA,1,100
5710,5710,PHN402,Country SA,1,100
5713,5713,PHN402,Country SA,1,100
5715,5715,PHN402,Country SA,1,100
5717,5717,PHN402,Country SA,1,100
5719,5719,PHN402,Country SA,1,100
5720,5720,PHN402,Country SA,1,100
5722,5722,PHN402,Country SA,1,100
5723,5723,PHN402,Country SA,1,100
5724,5724,PHN402,Country SA,1,100
5725,5725,PHN402,Country SA,1,100
5730,5730,PHN402,Country SA,1,100
5731,5731,PHN402,Country SA,1,100
5732,5732,PHN402,Country SA,1,100
5733,5733,PHN402,Country SA,1,100
5734,5734,PHN402,Country SA,1,100
5950,5950,PHN401,Adelaide,1,100
5960,5960,PHN401,Adelaide,1,100
6000,6000,PHN501,Perth North,1,100
6003,6003,PHN501,Perth North,1,100
6004,6004,PHN501,Perth North,1,100
6005,6005,PHN501,Perth North,1,100
6006,6006,PHN501,Perth North,1,100
6007,6007,PHN501,Perth North,1,100
6008,6008,PHN501,Perth North,1,100
6009,6009,PHN501,Perth North,1,100
6010,6010,PHN501,Perth North,1,100
6011,6011,PHN501,Perth North,1,100
6012,6012,PHN501,Perth North,1,100
6014,6014,PHN501,Perth North,1,100
6015,6015,PHN501,Perth North,1,100
6016,6016,PHN501,Perth North,1,100
6017,6017,PHN501,Perth North,1,100
6018,6018,PHN501,Perth North,1,100
6019,6019,PHN501,Perth North,1,100
6020,6020,PHN501,Perth North,1,100
6021,6021,PHN501,Perth North,1,100
6022,6022,PHN501,Perth North,1,100
6023,6023,PHN501,Perth North,1,100
6024,6024,PHN501,Perth North,1,100
6025,6025,PHN501,Perth North,1,100
6026,6026,PHN501,Perth North,1,100
6027,6027,PHN501,Perth North,1,100
6028,6028,PHN501,Perth North,1,100
6029,6029,PHN501,Perth North,1,100
6030,6030,PHN501,Perth North,1,100
6031,6031,PHN501,Perth North,1,100
6032,6032,PHN501,Perth North,1,100
6033,6033,PHN501,Perth North,1,100
6034,6034,PHN501,Perth North,1,100
6035,6035,PHN501,Perth North,1,100
6036,6036,PHN501,Perth North,1,100
6037,6037,PHN501,Perth North,1,100
6038,6038,PHN501,Perth North,1,100
6041,6041,PHN503,Country WA,1,100
6042,6042,PHN503,Country WA,1,100
6043,6043,PHN503,Country WA,1,100
6044,6044,PHN503,Country WA,1,100
6050,6050,PHN501,Perth North,1,100
6051,6051,PHN501,Perth North,1,100
6052,6052,PHN501,Perth North,1,100
6053,6053,PHN501,Perth North,1,100
6054,6054,PHN501,Perth North,1,100
6055,6055,PHN501,Perth North,1,99.9999999
6056,6056,PHN501,Perth North,1,100
6057,6057,PHN501,Perth North,1,100
6058,6058,PHN501,Perth North,1,100
6059,6059,PHN501,Perth North,1,100
6060,6060,PHN501,Perth North,1,100
6061,6061,PHN501,Perth North,1,100
6062,6062,PHN501,Perth North,1,100
6063,6063,PHN501,Perth North,1,100
6064,6064,PHN501,Perth North,1,100
6065,6065,PHN501,Perth North,1,100
6066,6066,PHN501,Perth North,1,100
6067,6067,PHN501,Perth North,1,100
6068,6068,PHN501,Perth North,1,100
6069,6069,PHN501,Perth North,1,100
6070,6070,PHN501,Perth North,1,100
6071,6071,PHN501,Perth North,1,100
6072,6072,PHN501,Perth North,1,100
6073,6073,PHN501,Perth North,1,100
6074,6074,PHN501,Perth North,1,100
6076,6076,PHN501,Perth North,1,100
6077,6077,PHN501,Perth North,1,100
6078,6078,PHN501,Perth North,1,100
6079,6079,PHN501,Perth North,1,100
6081,6081,PHN501,Perth North,1,100
6082,6082,PHN501,Perth North,1,100
6083,6083,PHN501,Perth North,0.7787282,77.8728247
6083,6083,PHN503,Country WA,0.2212718,22.1271753
6084,6084,PHN501,Perth North,0.6291423,62.9142336
6084,6084,PHN503,Country WA,0.3708577,37.0857664
6090,6090,PHN501,Perth North,1,100
6100,6100,PHN502,Perth South,1,100
6101,6101,PHN502,Perth South,1,100
6102,6102,PHN502,Perth South,1,100
6103,6103,PHN502,Perth South,1,100
6104,6104,PHN502,Perth South,1,100
6105,6105,PHN502,Perth South,1,99.9999959
6106,6106,PHN502,Perth South,1,100
6107,6107,PHN501,Perth North,0.1368767,13.6876658
6107,6107,PHN502,Perth South,0.8631233,86.3123342
6108,6108,PHN502,Perth South,1,100
6109,6109,PHN502,Perth South,1,100
6110,6110,PHN502,Perth South,1,100
6111,6111,PHN501,Perth North,0.0011264,0.112642
6111,6111,PHN502,Perth South,0.9988736,99.887358
6112,6112,PHN502,Perth South,1,100
6121,6121,PHN502,Perth South,1,100
6122,6122,PHN502,Perth South,1,100
6123,6123,PHN502,Perth South,1,100
6124,6124,PHN502,Perth South,1,100
6125,6125,PHN502,Perth South,1,100
6126,6126,PHN502,Perth South,1,100
6147,6147,PHN502,Perth South,1,100
6148,6148,PHN502,Perth South,1,100
6149,6149,PHN502,Perth South,1,100
6150,6150,PHN502,Perth South,1,100
6151,6151,PHN502,Perth South,1,100
6152,6152,PHN502,Perth South,1,100
6153,6153,PHN502,Perth South,1,100
6154,6154,PHN502,Perth South,1,100
6155,6155,PHN502,Perth South,1,100
6156,6156,PHN502,Perth South,1,100
6157,6157,PHN502,Perth South,1,100
6158,6158,PHN502,Perth South,1,100
6159,6159,PHN502,Perth South,1,100
6160,6160,PHN502,Perth South,1,100
6161,6161,PHN502,Perth South,1,100
6162,6162,PHN502,Perth South,1,100
6163,6163,PHN502,Perth South,1,100
6164,6164,PHN502,Perth South,1,100
6165,6165,PHN502,Perth South,1,100
6166,6166,PHN502,Perth South,1,100
6167,6167,PHN502,Perth South,1,100
6168,6168,PHN502,Perth South,1,100
6169,6169,PHN502,Perth South,1,100
6170,6170,PHN502,Perth South,1,100
6171,6171,PHN502,Perth South,1,100
6172,6172,PHN502,Perth South,1,100
6173,6173,PHN502,Perth South,1,100
6174,6174,PHN502,Perth South,1,100
6175,6175,PHN502,Perth South,1,100
6176,6176,PHN502,Perth South,1,100
6180,6180,PHN502,Perth South,1,100
6181,6181,PHN502,Perth South,1,100
6182,6182,PHN502,Perth South,1,100
6207,6207,PHN502,Perth South,1,100
6208,6208,PHN502,Perth South,1,100
6209,6209,PHN502,Perth South,1,100
6210,6210,PHN502,Perth South,1,100
6211,6211,PHN502,Perth South,1,100
6213,6213,PHN502,Perth South,1,100
6214,6214,PHN502,Perth South,1,100
6215,6215,PHN502,Perth South,1,100
6218,6218,PHN503,Country WA,1,100
6220,6220,PHN503,Country WA,1,100
6221,6221,PHN503,Country WA,1,100
6223,6223,PHN503,Country WA,1,100
6224,6224,PHN503,Country WA,1,100
6225,6225,PHN503,Country WA,1,100
6226,6226,PHN503,Country WA,1,100
6227,6227,PHN503,Country WA,1,100
6228,6228,PHN503,Country WA,1,100
6229,6229,PHN503,Country WA,1,100
6230,6230,PHN503,Country WA,1,100
6232,6232,PHN503,Country WA,1,100
6233,6233,PHN503,Country WA,1,100
6236,6236,PHN503,Country WA,1,100
6237,6237,PHN503,Country WA,1,100
6239,6239,PHN503,Country WA,1,100
6240,6240,PHN503,Country WA,1,100
6243,6243,PHN503,Country WA,1,100
6244,6244,PHN503,Country WA,1,100
6251,6251,PHN503,Country WA,1,100
6252,6252,PHN503,Country WA,1,100
6253,6253,PHN503,Country WA,1,100
6254,6254,PHN503,Country WA,1,100
6255,6255,PHN503,Country WA,1,100
6256,6256,PHN503,Country WA,1,100
6258,6258,PHN503,Country WA,1,100
6260,6260,PHN503,Country WA,1,100
6262,6262,PHN503,Country WA,1,100
6271,6271,PHN503,Country WA,1,100
6275,6275,PHN503,Country WA,1,100
6280,6280,PHN503,Country WA,1,100
6281,6281,PHN503,Country WA,1,100
6282,6282,PHN503,Country WA,1,100
6284,6284,PHN503,Country WA,1,100
6285,6285,PHN503,Country WA,1,100
6286,6286,PHN503,Country WA,1,100
6288,6288,PHN503,Country WA,1,100
6290,6290,PHN503,Country WA,1,100
6302,6302,PHN503,Country WA,1,100
6304,6304,PHN503,Country WA,1,100
6306,6306,PHN503,Country WA,1,100
6308,6308,PHN503,Country WA,1,100
6309,6309,PHN503,Country WA,1,100
6311,6311,PHN503,Country WA,1,100
6312,6312,PHN503,Country WA,1,100
6313,6313,PHN503,Country WA,1,100
6315,6315,PHN503,Country WA,1,100
6316,6316,PHN503,Country WA,1,100
6317,6317,PHN503,Country WA,1,100
6318,6318,PHN503,Country WA,1,100
6320,6320,PHN503,Country WA,1,100
6321,6321,PHN503,Country WA,1,100
6322,6322,PHN503,Country WA,1,100
6323,6323,PHN503,Country WA,1,100
6324,6324,PHN503,Country WA,1,100
6326,6326,PHN503,Country WA,1,100
6327,6327,PHN503,Country WA,1,100
6328,6328,PHN503,Country WA,1,100
6330,6330,PHN503,Country WA,1,100
6333,6333,PHN503,Country WA,1,100
6335,6335,PHN503,Country WA,1,100
6336,6336,PHN503,Country WA,1,100
6337,6337,PHN503,Country WA,1,100
6338,6338,PHN503,Country WA,1,100
6341,6341,PHN503,Country WA,1,100
6343,6343,PHN503,Country WA,1,100
6346,6346,PHN503,Country WA,1,100
6348,6348,PHN503,Country WA,1,100
6350,6350,PHN503,Country WA,1,100
6351,6351,PHN503,Country WA,1,100
6352,6352,PHN503,Country WA,1,100
6353,6353,PHN503,Country WA,1,100
6355,6355,PHN503,Country WA,1,100
6356,6356,PHN503,Country WA,1,100
6357,6357,PHN503,Country WA,1,100
6358,6358,PHN503,Country WA,1,100
6359,6359,PHN503,Country WA,1,100
6361,6361,PHN503,Country WA,1,100
6363,6363,PHN503,Country WA,1,100
6365,6365,PHN503,Country WA,1,100
6367,6367,PHN503,Country WA,1,100
6368,6368,PHN503,Country WA,1,100
6369,6369,PHN503,Country WA,1,100
6370,6370,PHN503,Country WA,1,100
6372,6372,PHN503,Country WA,1,100
6373,6373,PHN503,Country WA,1,100
6375,6375,PHN503,Country WA,1,100
6383,6383,PHN503,Country WA,1,100
6384,6384,PHN503,Country WA,1,100
6385,6385,PHN503,Country WA,1,100
6386,6386,PHN503,Country WA,1,100
6390,6390,PHN503,Country WA,1,100
6391,6391,PHN503,Country WA,1,100
6392,6392,PHN503,Country WA,1,100
6393,6393,PHN503,Country WA,1,100
6394,6394,PHN503,Country WA,1,100
6395,6395,PHN503,Country WA,1,100
6396,6396,PHN503,Country WA,1,100
6397,6397,PHN503,Country WA,1,100
6398,6398,PHN503,Country WA,1,100
6401,6401,PHN503,Country WA,1,100
6403,6403,PHN503,Country WA,1,100
6405,6405,PHN503,Country WA,1,100
6407,6407,PHN503,Country WA,1,100
6409,6409,PHN503,Country WA,1,100
6410,6410,PHN503,Country WA,1,100
6411,6411,PHN503,Country WA,1,100
6412,6412,PHN503,Country WA,1,100
6413,6413,PHN503,Country WA,1,100
6414,6414,PHN503,Country WA,1,100
6415,6415,PHN503,Country WA,1,100
6418,6418,PHN503,Country WA,1,100
6419,6419,PHN503,Country WA,1,100
6420,6420,PHN503,Country WA,1,100
6421,6421,PHN503,Country WA,1,100
6422,6422,PHN503,Country WA,1,100
6423,6423,PHN503,Country WA,1,100
6424,6424,PHN503,Country WA,1,100
6425,6425,PHN503,Country WA,1,100
6426,6426,PHN503,Country WA,1,100
6427,6427,PHN503,Country WA,1,100
6428,6428,PHN503,Country WA,1,100
6429,6429,PHN503,Country WA,1,100
6430,6430,PHN503,Country WA,1,100
6431,6431,PHN503,Country WA,1,100
6432,6432,PHN503,Country WA,1,100
6434,6434,PHN503,Country WA,1,100
6436,6436,PHN503,Country WA,1,100
6437,6437,PHN503,Country WA,1,100
6438,6438,PHN503,Country WA,1,100
6440,6440,PHN503,Country WA,1,100
6442,6442,PHN503,Country WA,1,100
6443,6443,PHN503,Country WA,1,100
6445,6445,PHN503,Country WA,1,100
6446,6446,PHN503,Country WA,1,100
6447,6447,PHN503,Country WA,1,100
6448,6448,PHN503,Country WA,1,100
6450,6450,PHN503,Country WA,1,100
6452,6452,PHN503,Country WA,1,100
6460,6460,PHN503,Country WA,1,100
6461,6461,PHN503,Country WA,1,100
6462,6462,PHN503,Country WA,1,100
6463,6463,PHN503,Country WA,1,100
6465,6465,PHN503,Country WA,1,100
6466,6466,PHN503,Country WA,1,100
6467,6467,PHN503,Country WA,1,100
6468,6468,PHN503,Country WA,1,100
6470,6470,PHN503,Country WA,1,100
6472,6472,PHN503,Country WA,1,100
6473,6473,PHN503,Country WA,1,100
6475,6475,PHN503,Country WA,1,100
6476,6476,PHN503,Country WA,1,100
6477,6477,PHN503,Country WA,1,100
6479,6479,PHN503,Country WA,1,100
6480,6480,PHN503,Country WA,1,100
6484,6484,PHN503,Country WA,1,100
6485,6485,PHN503,Country WA,1,100
6487,6487,PHN503,Country WA,1,100
6488,6488,PHN503,Country WA,1,100
6489,6489,PHN503,Country WA,1,100
6490,6490,PHN503,Country WA,1,100
6501,6501,PHN503,Country WA,1,100
6502,6502,PHN503,Country WA,1,100
6503,6503,PHN503,Country WA,1,100
6504,6504,PHN503,Country WA,1,100
6505,6505,PHN503,Country WA,1,100
6506,6506,PHN503,Country WA,1,100
6507,6507,PHN503,Country WA,1,100
6509,6509,PHN503,Country WA,1,100
6510,6510,PHN503,Country WA,1,100
6511,6511,PHN503,Country WA,1,100
6512,6512,PHN503,Country WA,1,100
6513,6513,PHN503,Country WA,1,100
6514,6514,PHN503,Country WA,1,100
6515,6515,PHN503,Country WA,1,100
6516,6516,PHN503,Country WA,1,100
6517,6517,PHN503,Country WA,1,100
6518,6518,PHN503,Country WA,1,100
6519,6519,PHN503,Country WA,1,100
6521,6521,PHN503,Country WA,1,100
6522,6522,PHN503,Country WA,1,100
6525,6525,PHN503,Country WA,1,100
6528,6528,PHN503,Country WA,1,100
6530,6530,PHN503,Country WA,1,100
6532,6532,PHN503,Country WA,1,100
6535,6535,PHN503,Country WA,1,100
6536,6536,PHN503,Country WA,1,100
6537,6537,PHN503,Country WA,1,100
6556,6556,PHN501,Perth North,1,100
6558,6558,PHN501,Perth North,1,100
6560,6560,PHN503,Country WA,1,100
6562,6562,PHN503,Country WA,1,100
6564,6564,PHN503,Country WA,1,100
6566,6566,PHN503,Country WA,1,100
6567,6567,PHN503,Country WA,1,100
6568,6568,PHN503,Country WA,1,100
6569,6569,PHN503,Country WA,1,100
6571,6571,PHN503,Country WA,1,100
6572,6572,PHN503,Country WA,1,100
6574,6574,PHN503,Country WA,1,100
6575,6575,PHN503,Country WA,1,100
6603,6603,PHN503,Country WA,1,100
6605,6605,PHN503,Country WA,1,100
6606,6606,PHN503,Country WA,1,100
6608,6608,PHN503,Country WA,1,100
6609,6609,PHN503,Country WA,1,100
6612,6612,PHN503,Country WA,1,100
6613,6613,PHN503,Country WA,1,100
6614,6614,PHN503,Country WA,1,100
6616,6616,PHN503,Country WA,1,100
6620,6620,PHN503,Country WA,1,100
6623,6623,PHN503,Country WA,1,100
6625,6625,PHN503,Country WA,1,100
6627,6627,PHN503,Country WA,1,100
6628,6628,PHN503,Country WA,1,100
6630,6630,PHN503,Country WA,1,100
6631,6631,PHN503,Country WA,1,100
6632,6632,PHN503,Country WA,1,100
6635,6635,PHN503,Country WA,1,100
6638,6638,PHN503,Country WA,1,100
6639,6639,PHN503,Country WA,1,100
6640,6640,PHN503,Country WA,1,100
6642,6642,PHN503,Country WA,1,100
6646,6646,PHN503,Country WA,1,100
6701,6701,PHN503,Country WA,1,100
6705,6705,PHN503,Country WA,1,100
6707,6707,PHN503,Country WA,1,100
6710,6710,PHN503,Country WA,1,100
6711,6711,PHN503,Country WA,1,100
6712,6712,PHN503,Country WA,1,100
6713,6713,PHN503,Country WA,1,100
6714,6714,PHN503,Country WA,1,100
6716,6716,PHN503,Country WA,1,100
6718,6718,PHN503,Country WA,1,100
6720,6720,PHN503,Country WA,1,100
6721,6721,PHN503,Country WA,1,100
6722,6722,PHN503,Country WA,1,100
6725,6725,PHN503,Country WA,1,100
6726,6726,PHN503,Country WA,1,100
6728,6728,PHN503,Country WA,1,100
6731,6731,PHN503,Country WA,1,100
6733,6733,PHN503,Country WA,1,100
6740,6740,PHN503,Country WA,1,100
6743,6743,PHN503,Country WA,1,100
6751,6751,PHN503,Country WA,1,100
6753,6753,PHN503,Country WA,1,100
6754,6754,PHN503,Country WA,1,100
6758,6758,PHN503,Country WA,1,100
6760,6760,PHN503,Country WA,1,100
6762,6762,PHN503,Country WA,1,100
6765,6765,PHN503,Country WA,1,100
6770,6770,PHN503,Country WA,1,100
6798,6798,PHN502,Perth South,1,100
6799,6799,PHN502,Perth South,1,100
7000,7000,PHN601,Tasmania,1,100
7001,7001,PHN601,Tasmania,1,100
7004,7004,PHN601,Tasmania,1,100
7005,7005,PHN601,Tasmania,1,100
7007,7007,PHN601,Tasmania,1,100
7008,7008,PHN601,Tasmania,1,100
7009,7009,PHN601,Tasmania,1,100
7010,7010,PHN601,Tasmania,1,100
7011,7011,PHN601,Tasmania,1,100
7012,7012,PHN601,Tasmania,1,100
7015,7015,PHN601,Tasmania,1,100
7016,7016,PHN601,Tasmania,1,100
7017,7017,PHN601,Tasmania,1,100
7018,7018,PHN601,Tasmania,1,100
7019,7019,PHN601,Tasmania,1,100
7020,7020,PHN601,Tasmania,1,100
7021,7021,PHN601,Tasmania,1,100
7022,7022,PHN601,Tasmania,1,100
7023,7023,PHN601,Tasmania,1,100
7024,7024,PHN601,Tasmania,1,100
7025,7025,PHN601,Tasmania,1,100
7026,7026,PHN601,Tasmania,1,100
7027,7027,PHN601,Tasmania,1,100
7030,7030,PHN601,Tasmania,1,100
7050,7050,PHN601,Tasmania,1,100
7052,7052,PHN601,Tasmania,1,100
7053,7053,PHN601,Tasmania,1,100
7054,7054,PHN601,Tasmania,1,100
7055,7055,PHN601,Tasmania,1,100
7109,7109,PHN601,Tasmania,1,100
7112,7112,PHN601,Tasmania,1,100
7113,7113,PHN601,Tasmania,1,100
7116,7116,PHN601,Tasmania,1,100
7117,7117,PHN601,Tasmania,1,100
7119,7119,PHN601,Tasmania,1,100
7120,7120,PHN601,Tasmania,1,100
7139,7139,PHN601,Tasmania,1,100
7140,7140,PHN601,Tasmania,1,100
7150,7150,PHN601,Tasmania,1,100
7155,7155,PHN601,Tasmania,1,100
7162,7162,PHN601,Tasmania,1,100
7163,7163,PHN601,Tasmania,1,100
7170,7170,PHN601,Tasmania,1,100
7171,7171,PHN601,Tasmania,1,100
7172,7172,PHN601,Tasmania,1,100
7173,7173,PHN601,Tasmania,1,100
7174,7174,PHN601,Tasmania,1,100
7175,7175,PHN601,Tasmania,1,100
7176,7176,PHN601,Tasmania,1,100
7177,7177,PHN601,Tasmania,1,100
7178,7178,PHN601,Tasmania,1,100
7179,7179,PHN601,Tasmania,1,100
7180,7180,PHN601,Tasmania,1,100
7182,7182,PHN601,Tasmania,1,100
7183,7183,PHN601,Tasmania,1,100
7184,7184,PHN601,Tasmania,1,100
7185,7185,PHN601,Tasmania,1,100
7186,7186,PHN601,Tasmania,1,100
7187,7187,PHN601,Tasmania,1,100
7190,7190,PHN601,Tasmania,1,100
7209,7209,PHN601,Tasmania,1,100
7210,7210,PHN601,Tasmania,1,100
7211,7211,PHN601,Tasmania,1,100
7212,7212,PHN601,Tasmania,1,100
7213,7213,PHN601,Tasmania,1,100
7214,7214,PHN601,Tasmania,1,100
7215,7215,PHN601,Tasmania,1,100
7216,7216,PHN601,Tasmania,1,100
7248,7248,PHN601,Tasmania,1,100
7249,7249,PHN601,Tasmania,1,100
7250,7250,PHN601,Tasmania,1,100
7252,7252,PHN601,Tasmania,1,100
7253,7253,PHN601,Tasmania,1,100
7254,7254,PHN601,Tasmania,1,100
7255,7255,PHN601,Tasmania,1,100
7256,7256,PHN601,Tasmania,1,100
7257,7257,PHN601,Tasmania,1,100
7258,7258,PHN601,Tasmania,1,100
7259,7259,PHN601,Tasmania,1,100
7260,7260,PHN601,Tasmania,1,100
7261,7261,PHN601,Tasmania,1,100
7262,7262,PHN601,Tasmania,1,100
7263,7263,PHN601,Tasmania,1,100
7264,7264,PHN601,Tasmania,1,100
7265,7265,PHN601,Tasmania,1,100
7267,7267,PHN601,Tasmania,1,100
7268,7268,PHN601,Tasmania,1,100
7270,7270,PHN601,Tasmania,1,100
7275,7275,PHN601,Tasmania,1,100
7276,7276,PHN601,Tasmania,1,100
7277,7277,PHN601,Tasmania,1,100
7290,7290,PHN601,Tasmania,1,100
7291,7291,PHN601,Tasmania,1,100
7292,7292,PHN601,Tasmania,1,100
7300,7300,PHN601,Tasmania,1,100
7301,7301,PHN601,Tasmania,1,100
7302,7302,PHN601,Tasmania,1,100
7303,7303,PHN601,Tasmania,1,100
7304,7304,PHN601,Tasmania,1,100
7305,7305,PHN601,Tasmania,1,100
7306,7306,PHN601,Tasmania,1,100
7307,7307,PHN601,Tasmania,1,100
7310,7310,PHN601,Tasmania,1,100
7315,7315,PHN601,Tasmania,1,100
7316,7316,PHN601,Tasmania,1,100
7320,7320,PHN601,Tasmania,1,100
7321,7321,PHN601,Tasmania,1,100
7322,7322,PHN601,Tasmania,1,100
7325,7325,PHN601,Tasmania,1,100
7330,7330,PHN601,Tasmania,1,100
7331,7331,PHN601,Tasmania,1,100
7466,7466,PHN601,Tasmania,1,100
7467,7467,PHN601,Tasmania,1,100
7468,7468,PHN601,Tasmania,1,100
7469,7469,PHN601,Tasmania,1,100
7470,7470,PHN601,Tasmania,1,100
