Postcode,Electoral division,Per cent postcode in electorate,DivisionID2016,StateAB2016,CandidateID2016,GivenNm2016,Surname2016,PartyNm2016,PartyAb2016,DivisionID2010,StateAb2010,CandidateID2010,GivenNm2010,Surname2010,PartyNm2010,PartyAb2010,DivisionID2013,StateAb2013,CandidateID2013,GivenNm2013,Surname2013,PartyNm2013,PartyAb2013
4158,Bowman,100,155,QLD,28051,Andrew,LAMING,Liberal National Party,LNP,155,QLD,20782,Andrew,LAMING,Liberal National Party of Queensland,LNQ,155,QLD,23915,Andrew,LAMING,Liberal National Party,LNP
4159,Bowman,100,155,QLD,28051,Andrew,LAMING,Liberal National Party,LNP,155,QLD,20782,Andrew,LAMING,Liberal National Party of Queensland,LNQ,155,QLD,23915,Andrew,LAMING,Liberal National Party,LNP
4160,Bowman,100,155,QLD,28051,Andrew,LAMING,Liberal National Party,LNP,155,QLD,20782,Andrew,LAMING,Liberal National Party of Queensland,LNQ,155,QLD,23915,Andrew,LAMING,Liberal National Party,LNP
4161,Bowman,100,155,QLD,28051,Andrew,LAMING,Liberal National Party,LNP,155,QLD,20782,Andrew,LAMING,Liberal National Party of Queensland,LNQ,155,QLD,23915,Andrew,LAMING,Liberal National Party,LNP
4163,Bowman,100,155,QLD,28051,Andrew,LAMING,Liberal National Party,LNP,155,QLD,20782,Andrew,LAMING,Liberal National Party of Queensland,LNQ,155,QLD,23915,Andrew,LAMING,Liberal National Party,LNP
4164,Bowman,100,155,QLD,28051,Andrew,LAMING,Liberal National Party,LNP,155,QLD,20782,Andrew,LAMING,Liberal National Party of Queensland,LNQ,155,QLD,23915,Andrew,LAMING,Liberal National Party,LNP
4165,Bowman,100,155,QLD,28051,Andrew,LAMING,Liberal National Party,LNP,155,QLD,20782,Andrew,LAMING,Liberal National Party of Queensland,LNQ,155,QLD,23915,Andrew,LAMING,Liberal National Party,LNP
4169,Griffith,100,163,QLD,28921,Terri,BUTLER,Australian Labor Party,ALP,163,QLD,21767,Kevin,RUDD,Australian Labor Party,ALP,163,QLD,23744,Kevin,RUDD,Australian Labor Party,ALP
4170,Bonner,1.1,310,QLD,28058,Ross,VASTA,Liberal National Party,LNP,310,QLD,20751,Ross Xavier,VASTA,Liberal National Party of Queensland,LNQ,310,QLD,23903,Ross,VASTA,Liberal National Party,LNP
4170,Griffith,98.9,163,QLD,28921,Terri,BUTLER,Australian Labor Party,ALP,163,QLD,21767,Kevin,RUDD,Australian Labor Party,ALP,163,QLD,23744,Kevin,RUDD,Australian Labor Party,ALP
4171,Griffith,100,163,QLD,28921,Terri,BUTLER,Australian Labor Party,ALP,163,QLD,21767,Kevin,RUDD,Australian Labor Party,ALP,163,QLD,23744,Kevin,RUDD,Australian Labor Party,ALP
4172,Bonner,80.5,310,QLD,28058,Ross,VASTA,Liberal National Party,LNP,310,QLD,20751,Ross Xavier,VASTA,Liberal National Party of Queensland,LNQ,310,QLD,23903,Ross,VASTA,Liberal National Party,LNP
4172,Griffith,19.5,163,QLD,28921,Terri,BUTLER,Australian Labor Party,ALP,163,QLD,21767,Kevin,RUDD,Australian Labor Party,ALP,163,QLD,23744,Kevin,RUDD,Australian Labor Party,ALP
4173,Bonner,100,310,QLD,28058,Ross,VASTA,Liberal National Party,LNP,310,QLD,20751,Ross Xavier,VASTA,Liberal National Party of Queensland,LNQ,310,QLD,23903,Ross,VASTA,Liberal National Party,LNP
4174,Bonner,100,310,QLD,28058,Ross,VASTA,Liberal National Party,LNP,310,QLD,20751,Ross Xavier,VASTA,Liberal National Party of Queensland,LNQ,310,QLD,23903,Ross,VASTA,Liberal National Party,LNP
4178,Bonner,100,310,QLD,28058,Ross,VASTA,Liberal National Party,LNP,310,QLD,20751,Ross Xavier,VASTA,Liberal National Party of Queensland,LNQ,310,QLD,23903,Ross,VASTA,Liberal National Party,LNP
4179,Bonner,100,310,QLD,28058,Ross,VASTA,Liberal National Party,LNP,310,QLD,20751,Ross Xavier,VASTA,Liberal National Party of Queensland,LNQ,310,QLD,23903,Ross,VASTA,Liberal National Party,LNP
4183,Bowman,100,155,QLD,28051,Andrew,LAMING,Liberal National Party,LNP,155,QLD,20782,Andrew,LAMING,Liberal National Party of Queensland,LNQ,155,QLD,23915,Andrew,LAMING,Liberal National Party,LNP
4184,Bowman,100,155,QLD,28051,Andrew,LAMING,Liberal National Party,LNP,155,QLD,20782,Andrew,LAMING,Liberal National Party of Queensland,LNQ,155,QLD,23915,Andrew,LAMING,Liberal National Party,LNP
4205,Forde,100,162,QLD,28039,Bert,van MANEN,Liberal National Party,LNP,162,QLD,21769,Bert,VAN MANEN,Liberal National Party of Queensland,LNQ,162,QLD,24479,Bert,van MANEN,Liberal National Party,LNP
4207,Fadden,3.5,159,QLD,28066,Stuart,ROBERT,Liberal National Party,LNP,159,QLD,21805,Stuart,ROBERT,Liberal National Party of Queensland,LNQ,159,QLD,23815,Stuart,ROBERT,Liberal National Party,LNP
4207,Forde,96.5,162,QLD,28039,Bert,van MANEN,Liberal National Party,LNP,162,QLD,21769,Bert,VAN MANEN,Liberal National Party of Queensland,LNQ,162,QLD,24479,Bert,van MANEN,Liberal National Party,LNP
4208,Fadden,40.9,159,QLD,28066,Stuart,ROBERT,Liberal National Party,LNP,159,QLD,21805,Stuart,ROBERT,Liberal National Party of Queensland,LNQ,159,QLD,23815,Stuart,ROBERT,Liberal National Party,LNP
4208,Forde,59.1,162,QLD,28039,Bert,van MANEN,Liberal National Party,LNP,162,QLD,21769,Bert,VAN MANEN,Liberal National Party of Queensland,LNQ,162,QLD,24479,Bert,van MANEN,Liberal National Party,LNP
4209,Fadden,82,159,QLD,28066,Stuart,ROBERT,Liberal National Party,LNP,159,QLD,21805,Stuart,ROBERT,Liberal National Party of Queensland,LNQ,159,QLD,23815,Stuart,ROBERT,Liberal National Party,LNP
4209,Forde,18,162,QLD,28039,Bert,van MANEN,Liberal National Party,LNP,162,QLD,21769,Bert,VAN MANEN,Liberal National Party of Queensland,LNQ,162,QLD,24479,Bert,van MANEN,Liberal National Party,LNP
4210,Fadden,72.7,159,QLD,28066,Stuart,ROBERT,Liberal National Party,LNP,159,QLD,21805,Stuart,ROBERT,Liberal National Party of Queensland,LNQ,159,QLD,23815,Stuart,ROBERT,Liberal National Party,LNP
4210,Forde,27.3,162,QLD,28039,Bert,van MANEN,Liberal National Party,LNP,162,QLD,21769,Bert,VAN MANEN,Liberal National Party of Queensland,LNQ,162,QLD,24479,Bert,van MANEN,Liberal National Party,LNP
4211,Fadden,21.5,159,QLD,28066,Stuart,ROBERT,Liberal National Party,LNP,159,QLD,21805,Stuart,ROBERT,Liberal National Party of Queensland,LNQ,159,QLD,23815,Stuart,ROBERT,Liberal National Party,LNP
4211,Forde,5.3,162,QLD,28039,Bert,van MANEN,Liberal National Party,LNP,162,QLD,21769,Bert,VAN MANEN,Liberal National Party of Queensland,LNQ,162,QLD,24479,Bert,van MANEN,Liberal National Party,LNP
4211,Moncrieff,73.2,172,QLD,28038,Steven,CIOBO,Liberal National Party,LNP,172,QLD,20758,Steven,CIOBO,Liberal National Party of Queensland,LNQ,172,QLD,24057,Steven,CIOBO,Liberal National Party,LNP
4212,Fadden,100,159,QLD,28066,Stuart,ROBERT,Liberal National Party,LNP,159,QLD,21805,Stuart,ROBERT,Liberal National Party of Queensland,LNQ,159,QLD,23815,Stuart,ROBERT,Liberal National Party,LNP
4213,McPherson,69.1,171,QLD,28043,Karen,ANDREWS,Liberal National Party,LNP,171,QLD,20749,Karen,ANDREWS,Liberal National Party of Queensland,LNQ,171,QLD,23826,Karen,ANDREWS,Liberal National Party,LNP
4213,Moncrieff,30.9,172,QLD,28038,Steven,CIOBO,Liberal National Party,LNP,172,QLD,20758,Steven,CIOBO,Liberal National Party of Queensland,LNQ,172,QLD,24057,Steven,CIOBO,Liberal National Party,LNP
4214,Fadden,64.4,159,QLD,28066,Stuart,ROBERT,Liberal National Party,LNP,159,QLD,21805,Stuart,ROBERT,Liberal National Party of Queensland,LNQ,159,QLD,23815,Stuart,ROBERT,Liberal National Party,LNP
4214,Moncrieff,35.6,172,QLD,28038,Steven,CIOBO,Liberal National Party,LNP,172,QLD,20758,Steven,CIOBO,Liberal National Party of Queensland,LNQ,172,QLD,24057,Steven,CIOBO,Liberal National Party,LNP
4215,Fadden,63.1,159,QLD,28066,Stuart,ROBERT,Liberal National Party,LNP,159,QLD,21805,Stuart,ROBERT,Liberal National Party of Queensland,LNQ,159,QLD,23815,Stuart,ROBERT,Liberal National Party,LNP
4215,Moncrieff,36.9,172,QLD,28038,Steven,CIOBO,Liberal National Party,LNP,172,QLD,20758,Steven,CIOBO,Liberal National Party of Queensland,LNQ,172,QLD,24057,Steven,CIOBO,Liberal National Party,LNP
4216,Fadden,100,159,QLD,28066,Stuart,ROBERT,Liberal National Party,LNP,159,QLD,21805,Stuart,ROBERT,Liberal National Party of Queensland,LNQ,159,QLD,23815,Stuart,ROBERT,Liberal National Party,LNP
4217,Moncrieff,100,172,QLD,28038,Steven,CIOBO,Liberal National Party,LNP,172,QLD,20758,Steven,CIOBO,Liberal National Party of Queensland,LNQ,172,QLD,24057,Steven,CIOBO,Liberal National Party,LNP
4218,Moncrieff,100,172,QLD,28038,Steven,CIOBO,Liberal National Party,LNP,172,QLD,20758,Steven,CIOBO,Liberal National Party of Queensland,LNQ,172,QLD,24057,Steven,CIOBO,Liberal National Party,LNP
4219,McPherson,100,171,QLD,28043,Karen,ANDREWS,Liberal National Party,LNP,171,QLD,20749,Karen,ANDREWS,Liberal National Party of Queensland,LNQ,171,QLD,23826,Karen,ANDREWS,Liberal National Party,LNP
4220,McPherson,63.6,171,QLD,28043,Karen,ANDREWS,Liberal National Party,LNP,171,QLD,20749,Karen,ANDREWS,Liberal National Party of Queensland,LNQ,171,QLD,23826,Karen,ANDREWS,Liberal National Party,LNP
4220,Moncrieff,36.4,172,QLD,28038,Steven,CIOBO,Liberal National Party,LNP,172,QLD,20758,Steven,CIOBO,Liberal National Party of Queensland,LNQ,172,QLD,24057,Steven,CIOBO,Liberal National Party,LNP
4221,McPherson,100,171,QLD,28043,Karen,ANDREWS,Liberal National Party,LNP,171,QLD,20749,Karen,ANDREWS,Liberal National Party of Queensland,LNQ,171,QLD,23826,Karen,ANDREWS,Liberal National Party,LNP
4223,McPherson,100,171,QLD,28043,Karen,ANDREWS,Liberal National Party,LNP,171,QLD,20749,Karen,ANDREWS,Liberal National Party of Queensland,LNQ,171,QLD,23826,Karen,ANDREWS,Liberal National Party,LNP
4224,McPherson,100,171,QLD,28043,Karen,ANDREWS,Liberal National Party,LNP,171,QLD,20749,Karen,ANDREWS,Liberal National Party of Queensland,LNQ,171,QLD,23826,Karen,ANDREWS,Liberal National Party,LNP
4225,McPherson,100,171,QLD,28043,Karen,ANDREWS,Liberal National Party,LNP,171,QLD,20749,Karen,ANDREWS,Liberal National Party of Queensland,LNQ,171,QLD,23826,Karen,ANDREWS,Liberal National Party,LNP
4226,McPherson,92.6,171,QLD,28043,Karen,ANDREWS,Liberal National Party,LNP,171,QLD,20749,Karen,ANDREWS,Liberal National Party of Queensland,LNQ,171,QLD,23826,Karen,ANDREWS,Liberal National Party,LNP
4226,Moncrieff,7.4,172,QLD,28038,Steven,CIOBO,Liberal National Party,LNP,172,QLD,20758,Steven,CIOBO,Liberal National Party of Queensland,LNQ,172,QLD,24057,Steven,CIOBO,Liberal National Party,LNP
4227,McPherson,100,171,QLD,28043,Karen,ANDREWS,Liberal National Party,LNP,171,QLD,20749,Karen,ANDREWS,Liberal National Party of Queensland,LNQ,171,QLD,23826,Karen,ANDREWS,Liberal National Party,LNP
4228,McPherson,100,171,QLD,28043,Karen,ANDREWS,Liberal National Party,LNP,171,QLD,20749,Karen,ANDREWS,Liberal National Party of Queensland,LNQ,171,QLD,23826,Karen,ANDREWS,Liberal National Party,LNP
4229,McPherson,100,171,QLD,28043,Karen,ANDREWS,Liberal National Party,LNP,171,QLD,20749,Karen,ANDREWS,Liberal National Party of Queensland,LNQ,171,QLD,23826,Karen,ANDREWS,Liberal National Party,LNP
4230,McPherson,100,171,QLD,28043,Karen,ANDREWS,Liberal National Party,LNP,171,QLD,20749,Karen,ANDREWS,Liberal National Party of Queensland,LNQ,171,QLD,23826,Karen,ANDREWS,Liberal National Party,LNP
4270,Forde,100,162,QLD,28039,Bert,van MANEN,Liberal National Party,LNP,162,QLD,21769,Bert,VAN MANEN,Liberal National Party of Queensland,LNQ,162,QLD,24479,Bert,van MANEN,Liberal National Party,LNP
4271,Forde,100,162,QLD,28039,Bert,van MANEN,Liberal National Party,LNP,162,QLD,21769,Bert,VAN MANEN,Liberal National Party of Queensland,LNQ,162,QLD,24479,Bert,van MANEN,Liberal National Party,LNP
4272,Forde,100,162,QLD,28039,Bert,van MANEN,Liberal National Party,LNP,162,QLD,21769,Bert,VAN MANEN,Liberal National Party of Queensland,LNQ,162,QLD,24479,Bert,van MANEN,Liberal National Party,LNP
4275,Forde,100,162,QLD,28039,Bert,van MANEN,Liberal National Party,LNP,162,QLD,21769,Bert,VAN MANEN,Liberal National Party of Queensland,LNQ,162,QLD,24479,Bert,van MANEN,Liberal National Party,LNP
4280,Forde,100,162,QLD,28039,Bert,van MANEN,Liberal National Party,LNP,162,QLD,21769,Bert,VAN MANEN,Liberal National Party of Queensland,LNQ,162,QLD,24479,Bert,van MANEN,Liberal National Party,LNP
4285,Forde,100,162,QLD,28039,Bert,van MANEN,Liberal National Party,LNP,162,QLD,21769,Bert,VAN MANEN,Liberal National Party of Queensland,LNQ,162,QLD,24479,Bert,van MANEN,Liberal National Party,LNP
4287,Forde,100,162,QLD,28039,Bert,van MANEN,Liberal National Party,LNP,162,QLD,21769,Bert,VAN MANEN,Liberal National Party of Queensland,LNQ,162,QLD,24479,Bert,van MANEN,Liberal National Party,LNP
4300,Blair,1.2,304,QLD,28916,Shayne,NEUMANN,Australian Labor Party,ALP,304,QLD,21570,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP,304,QLD,23727,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP
4300,Oxley,98.8,174,QLD,29025,Milton,DICK,Australian Labor Party,ALP,174,QLD,21586,Bernie,RIPOLL,Australian Labor Party,ALP,174,QLD,23755,Bernie,RIPOLL,Australian Labor Party,ALP
4301,Oxley,100,174,QLD,29025,Milton,DICK,Australian Labor Party,ALP,174,QLD,21586,Bernie,RIPOLL,Australian Labor Party,ALP,174,QLD,23755,Bernie,RIPOLL,Australian Labor Party,ALP
4303,Oxley,100,174,QLD,29025,Milton,DICK,Australian Labor Party,ALP,174,QLD,21586,Bernie,RIPOLL,Australian Labor Party,ALP,174,QLD,23755,Bernie,RIPOLL,Australian Labor Party,ALP
4304,Oxley,100,174,QLD,29025,Milton,DICK,Australian Labor Party,ALP,174,QLD,21586,Bernie,RIPOLL,Australian Labor Party,ALP,174,QLD,23755,Bernie,RIPOLL,Australian Labor Party,ALP
4305,Blair,85.2,304,QLD,28916,Shayne,NEUMANN,Australian Labor Party,ALP,304,QLD,21570,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP,304,QLD,23727,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP
4305,Oxley,14.8,174,QLD,29025,Milton,DICK,Australian Labor Party,ALP,174,QLD,21586,Bernie,RIPOLL,Australian Labor Party,ALP,174,QLD,23755,Bernie,RIPOLL,Australian Labor Party,ALP
4306,Blair,80.4,304,QLD,28916,Shayne,NEUMANN,Australian Labor Party,ALP,304,QLD,21570,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP,304,QLD,23727,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP
4306,Ryan,19.6,177,QLD,28053,Jane,PRENTICE,Liberal National Party,LNP,177,QLD,20737,Jane,PRENTICE,Liberal National Party of Queensland,LNQ,177,QLD,23814,Jane,PRENTICE,Liberal National Party,LNP
4307,Blair,53.8,304,QLD,28916,Shayne,NEUMANN,Australian Labor Party,ALP,304,QLD,21570,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP,304,QLD,23727,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP
4307,Forde,46.3,162,QLD,28039,Bert,van MANEN,Liberal National Party,LNP,162,QLD,21769,Bert,VAN MANEN,Liberal National Party of Queensland,LNQ,162,QLD,24479,Bert,van MANEN,Liberal National Party,LNP
4309,Forde,100,162,QLD,28039,Bert,van MANEN,Liberal National Party,LNP,162,QLD,21769,Bert,VAN MANEN,Liberal National Party of Queensland,LNQ,162,QLD,24479,Bert,van MANEN,Liberal National Party,LNP
4310,Forde,100,162,QLD,28039,Bert,van MANEN,Liberal National Party,LNP,162,QLD,21769,Bert,VAN MANEN,Liberal National Party of Queensland,LNQ,162,QLD,24479,Bert,van MANEN,Liberal National Party,LNP
4311,Blair,100,304,QLD,28916,Shayne,NEUMANN,Australian Labor Party,ALP,304,QLD,21570,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP,304,QLD,23727,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP
4312,Blair,100,304,QLD,28916,Shayne,NEUMANN,Australian Labor Party,ALP,304,QLD,21570,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP,304,QLD,23727,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP
4313,Blair,100,304,QLD,28916,Shayne,NEUMANN,Australian Labor Party,ALP,304,QLD,21570,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP,304,QLD,23727,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP
4340,Blair,81.5,304,QLD,28916,Shayne,NEUMANN,Australian Labor Party,ALP,304,QLD,21570,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP,304,QLD,23727,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP
4340,Forde,18.5,162,QLD,28039,Bert,van MANEN,Liberal National Party,LNP,162,QLD,21769,Bert,VAN MANEN,Liberal National Party of Queensland,LNQ,162,QLD,24479,Bert,van MANEN,Liberal National Party,LNP
4341,Blair,100,304,QLD,28916,Shayne,NEUMANN,Australian Labor Party,ALP,304,QLD,21570,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP,304,QLD,23727,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP
4342,Blair,100,304,QLD,28916,Shayne,NEUMANN,Australian Labor Party,ALP,304,QLD,21570,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP,304,QLD,23727,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP
4343,Blair,100,304,QLD,28916,Shayne,NEUMANN,Australian Labor Party,ALP,304,QLD,21570,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP,304,QLD,23727,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP
4344,Blair,100,304,QLD,28916,Shayne,NEUMANN,Australian Labor Party,ALP,304,QLD,21570,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP,304,QLD,23727,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP
4345,Blair,100,304,QLD,28916,Shayne,NEUMANN,Australian Labor Party,ALP,304,QLD,21570,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP,304,QLD,23727,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP
4346,Blair,100,304,QLD,28916,Shayne,NEUMANN,Australian Labor Party,ALP,304,QLD,21570,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP,304,QLD,23727,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP
4347,Blair,100,304,QLD,28916,Shayne,NEUMANN,Australian Labor Party,ALP,304,QLD,21570,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP,304,QLD,23727,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP
4350,Groom,100,164,QLD,28084,John,McVEIGH,Liberal National Party,LNP,164,QLD,20756,Ian,MACFARLANE,Liberal National Party of Queensland,LNQ,164,QLD,23796,Ian,MACFARLANE,Liberal National Party,LNP
4352,Blair,22.9,304,QLD,28916,Shayne,NEUMANN,Australian Labor Party,ALP,304,QLD,21570,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP,304,QLD,23727,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP
4352,Groom,67.4,164,QLD,28084,John,McVEIGH,Liberal National Party,LNP,164,QLD,20756,Ian,MACFARLANE,Liberal National Party of Queensland,LNQ,164,QLD,23796,Ian,MACFARLANE,Liberal National Party,LNP
4352,Maranoa,9.7,170,QLD,28059,David,LITTLEPROUD,Liberal National Party,LNP,170,QLD,20736,Bruce,SCOTT,Liberal National Party of Queensland,LNQ,170,QLD,24071,Bruce,SCOTT,Liberal National Party,LNP
4353,Blair,100,304,QLD,28916,Shayne,NEUMANN,Australian Labor Party,ALP,304,QLD,21570,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP,304,QLD,23727,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP
4354,Groom,100,164,QLD,28084,John,McVEIGH,Liberal National Party,LNP,164,QLD,20756,Ian,MACFARLANE,Liberal National Party of Queensland,LNQ,164,QLD,23796,Ian,MACFARLANE,Liberal National Party,LNP
4355,Blair,87.8,304,QLD,28916,Shayne,NEUMANN,Australian Labor Party,ALP,304,QLD,21570,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP,304,QLD,23727,Shayne Kenneth,NEUMANN,Australian Labor Party,ALP
4355,Groom,12.2,164,QLD,28084,John,McVEIGH,Liberal National Party,LNP,164,QLD,20756,Ian,MACFARLANE,Liberal National Party of Queensland,LNQ,164,QLD,23796,Ian,MACFARLANE,Liberal National Party,LNP
4356,Groom,100,164,QLD,28084,John,McVEIGH,Liberal National Party,LNP,164,QLD,20756,Ian,MACFARLANE,Liberal National Party of Queensland,LNQ,164,QLD,23796,Ian,MACFARLANE,Liberal National Party,LNP
4357,Maranoa,100,170,QLD,28059,David,LITTLEPROUD,Liberal National Party,LNP,170,QLD,20736,Bruce,SCOTT,Liberal National Party of Queensland,LNQ,170,QLD,24071,Bruce,SCOTT,Liberal National Party,LNP
4358,Groom,100,164,QLD,28084,John,McVEIGH,Liberal National Party,LNP,164,QLD,20756,Ian,MACFARLANE,Liberal National Party of Queensland,LNQ,164,QLD,23796,Ian,MACFARLANE,Liberal National Party,LNP
4359,Groom,100,164,QLD,28084,John,McVEIGH,Liberal National Party,LNP,164,QLD,20756,Ian,MACFARLANE,Liberal National Party of Queensland,LNQ,164,QLD,23796,Ian,MACFARLANE,Liberal National Party,LNP
4360,Groom,100,164,QLD,28084,John,McVEIGH,Liberal National Party,LNP,164,QLD,20756,Ian,MACFARLANE,Liberal National Party of Queensland,LNQ,164,QLD,23796,Ian,MACFARLANE,Liberal National Party,LNP
4361,Groom,85.6,164,QLD,28084,John,McVEIGH,Liberal National Party,LNP,164,QLD,20756,Ian,MACFARLANE,Liberal National Party of Queensland,LNQ,164,QLD,23796,Ian,MACFARLANE,Liberal National Party,LNP
4361,Maranoa,14.4,170,QLD,28059,David,LITTLEPROUD,Liberal National Party,LNP,170,QLD,20736,Bruce,SCOTT,Liberal National Party of Queensland,LNQ,170,QLD,24071,Bruce,SCOTT,Liberal National Party,LNP
4362,Maranoa,100,170,QLD,28059,David,LITTLEPROUD,Liberal National Party,LNP,170,QLD,20736,Bruce,SCOTT,Liberal National Party of Queensland,LNQ,170,QLD,24071,Bruce,SCOTT,Liberal National Party,LNP
4363,Groom,100,164,QLD,28084,John,McVEIGH,Liberal National Party,LNP,164,QLD,20756,Ian,MACFARLANE,Liberal National Party of Queensland,LNQ,164,QLD,23796,Ian,MACFARLANE,Liberal National Party,LNP
4364,Groom,100,164,QLD,28084,John,McVEIGH,Liberal National Party,LNP,164,QLD,20756,Ian,MACFARLANE,Liberal National Party of Queensland,LNQ,164,QLD,23796,Ian,MACFARLANE,Liberal National Party,LNP
4365,Maranoa,100,170,QLD,28059,David,LITTLEPROUD,Liberal National Party,LNP,170,QLD,20736,Bruce,SCOTT,Liberal National Party of Queensland,LNQ,170,QLD,24071,Bruce,SCOTT,Liberal National Party,LNP
4370,Maranoa,100,170,QLD,28059,David,LITTLEPROUD,Liberal National Party,LNP,170,QLD,20736,Bruce,SCOTT,Liberal National Party of Queensland,LNQ,170,QLD,24071,Bruce,SCOTT,Liberal National Party,LNP
4371,Maranoa,100,170,QLD,28059,David,LITTLEPROUD,Liberal National Party,LNP,170,QLD,20736,Bruce,SCOTT,Liberal National Party of Queensland,LNQ,170,QLD,24071,Bruce,SCOTT,Liberal National Party,LNP
4372,Maranoa,100,170,QLD,28059,David,LITTLEPROUD,Liberal National Party,LNP,170,QLD,20736,Bruce,SCOTT,Liberal National Party of Queensland,LNQ,170,QLD,24071,Bruce,SCOTT,Liberal National Party,LNP
4373,Maranoa,100,170,QLD,28059,David,LITTLEPROUD,Liberal National Party,LNP,170,QLD,20736,Bruce,SCOTT,Liberal National Party of Queensland,LNQ,170,QLD,24071,Bruce,SCOTT,Liberal National Party,LNP
4374,Maranoa,100,170,QLD,28059,David,LITTLEPROUD,Liberal National Party,LNP,170,QLD,20736,Bruce,SCOTT,Liberal National Party of Queensland,LNQ,170,QLD,24071,Bruce,SCOTT,Liberal National Party,LNP
4375,Maranoa,100,170,QLD,28059,David,LITTLEPROUD,Liberal National Party,LNP,170,QLD,20736,Bruce,SCOTT,Liberal National Party of Queensland,LNQ,170,QLD,24071,Bruce,SCOTT,Liberal National Party,LNP
4376,Maranoa,100,170,QLD,28059,David,LITTLEPROUD,Liberal National Party,LNP,170,QLD,20736,Bruce,SCOTT,Liberal National Party of Queensland,LNQ,170,QLD,24071,Bruce,SCOTT,Liberal National Party,LNP
4377,Maranoa,100,170,QLD,28059,David,LITTLEPROUD,Liberal National Party,LNP,170,QLD,20736,Bruce,SCOTT,Liberal National Party of Queensland,LNQ,170,QLD,24071,Bruce,SCOTT,Liberal National Party,LNP
4378,Maranoa,100,170,QLD,28059,David,LITTLEPROUD,Liberal National Party,LNP,170,QLD,20736,Bruce,SCOTT,Liberal National Party of Queensland,LNQ,170,QLD,24071,Bruce,SCOTT,Liberal National Party,LNP
4380,Maranoa,100,170,QLD,28059,David,LITTLEPROUD,Liberal National Party,LNP,170,QLD,20736,Bruce,SCOTT,Liberal National Party of Queensland,LNQ,170,QLD,24071,Bruce,SCOTT,Liberal National Party,LNP
4381,Maranoa,100,170,QLD,28059,David,LITTLEPROUD,Liberal National Party,LNP,170,QLD,20736,Bruce,SCOTT,Liberal National Party of Queensland,LNQ,170,QLD,24071,Bruce,SCOTT,Liberal National Party,LNP
4382,Maranoa,100,170,QLD,28059,David,LITTLEPROUD,Liberal National Party,LNP,170,QLD,20736,Bruce,SCOTT,Liberal National Party of Queensland,LNQ,170,QLD,24071,Bruce,SCOTT,Liberal National Party,LNP
4383,Maranoa,100,170,QLD,28059,David,LITTLEPROUD,Liberal National Party,LNP,170,QLD,20736,Bruce,SCOTT,Liberal National Party of Queensland,LNQ,170,QLD,24071,Bruce,SCOTT,Liberal National Party,LNP
4384,Maranoa,100,170,QLD,28059,David,LITTLEPROUD,Liberal National Party,LNP,170,QLD,20736,Bruce,SCOTT,Liberal National Party of Queensland,LNQ,170,QLD,24071,Bruce,SCOTT,Liberal National Party,LNP
4385,Maranoa,100,170,QLD,28059,David,LITTLEPROUD,Liberal National Party,LNP,170,QLD,20736,Bruce,SCOTT,Liberal National Party of Queensland,LNQ,170,QLD,24071,Bruce,SCOTT,Liberal National Party,LNP
4387,Maranoa,100,170,QLD,28059,David,LITTLEPROUD,Liberal National Party,LNP,170,QLD,20736,Bruce,SCOTT,Liberal National Party of Queensland,LNQ,170,QLD,24071,Bruce,SCOTT,Liberal National Party,LNP
4388,Maranoa,100,170,QLD,28059,David,LITTLEPROUD,Liberal National Party,LNP,170,QLD,20736,Bruce,SCOTT,Liberal National Party of Queensland,LNQ,170,QLD,24071,Bruce,SCOTT,Liberal National Party,LNP
