"","Postcode","Electoral division","Per cent","DivisionID","StateAb","CandidateID","GivenNm","Surname","PartyNm","PartyAb"
"615","2653","Farrer",100,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"616","2655","Farrer",100,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"617","2656","Farrer",100,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"618","2658","Farrer",100,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"619","2659","Farrer",100,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"620","2660","Farrer",100,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"621","2661","Riverina",100,250,"NSW",29304,"Michael","McCORMACK","The Nationals","NP"
"622","2663","Riverina",100,250,"NSW",29304,"Michael","McCORMACK","The Nationals","NP"
"623","2665","Parkes",20.4,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"624","2665","Riverina",79.6,250,"NSW",29304,"Michael","McCORMACK","The Nationals","NP"
"625","2666","Riverina",100,250,"NSW",29304,"Michael","McCORMACK","The Nationals","NP"
"626","2668","Parkes",100,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"627","2669","Parkes",89.8,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"628","2669","Riverina",10.2,250,"NSW",29304,"Michael","McCORMACK","The Nationals","NP"
"629","2671","Parkes",100,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"630","2672","Parkes",100,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"631","2675","Parkes",100,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"632","2680","Riverina",100,250,"NSW",29304,"Michael","McCORMACK","The Nationals","NP"
"633","2681","Riverina",100,250,"NSW",29304,"Michael","McCORMACK","The Nationals","NP"
"634","2700","Farrer",1.9,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"635","2700","Riverina",98.1,250,"NSW",29304,"Michael","McCORMACK","The Nationals","NP"
"636","2701","Riverina",100,250,"NSW",29304,"Michael","McCORMACK","The Nationals","NP"
"637","2702","Riverina",100,250,"NSW",29304,"Michael","McCORMACK","The Nationals","NP"
"638","2703","Riverina",100,250,"NSW",29304,"Michael","McCORMACK","The Nationals","NP"
"639","2705","Riverina",100,250,"NSW",29304,"Michael","McCORMACK","The Nationals","NP"
"640","2706","Riverina",100,250,"NSW",29304,"Michael","McCORMACK","The Nationals","NP"
"641","2707","Riverina",100,250,"NSW",29304,"Michael","McCORMACK","The Nationals","NP"
"642","2710","Farrer",100,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"643","2711","Farrer",3.3,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"644","2711","Riverina",96.7,250,"NSW",29304,"Michael","McCORMACK","The Nationals","NP"
"645","2712","Farrer",100,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"646","2713","Farrer",100,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"647","2714","Farrer",100,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"648","2715","Farrer",100,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"649","2716","Farrer",100,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"650","2717","Farrer",100,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"651","2720","Farrer",100,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"652","2721","Parkes",100,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"653","2722","Riverina",100,250,"NSW",29304,"Michael","McCORMACK","The Nationals","NP"
"654","2725","Riverina",100,250,"NSW",29304,"Michael","McCORMACK","The Nationals","NP"
"655","2726","Hume",100,125,"NSW",28777,"Angus","TAYLOR","Liberal","LP"
"656","2727","Riverina",100,250,"NSW",29304,"Michael","McCORMACK","The Nationals","NP"
"657","2729","Farrer",90.2,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"658","2729","Riverina",9.8,250,"NSW",29304,"Michael","McCORMACK","The Nationals","NP"
"659","2730","Farrer",100,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"660","2731","Farrer",100,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"661","2732","Farrer",100,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"662","2733","Farrer",100,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"663","2734","Farrer",100,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"664","2735","Farrer",100,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"665","2736","Farrer",100,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"666","2737","Farrer",100,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"667","2738","Farrer",100,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"668","2739","Farrer",100,118,"NSW",28699,"Sussan","LEY","Liberal","LP"
"669","2745","Hume",1.6,125,"NSW",28777,"Angus","TAYLOR","Liberal","LP"
"670","2745","Lindsay",91.7,128,"NSW",28902,"Emma","HUSAR","Australian Labor Party","ALP"
"671","2745","Macarthur",6.7,131,"NSW",29070,"Mike","FREELANDER","Australian Labor Party","ALP"
"672","2747","Lindsay",100,128,"NSW",28902,"Emma","HUSAR","Australian Labor Party","ALP"
"673","2748","Lindsay",100,128,"NSW",28902,"Emma","HUSAR","Australian Labor Party","ALP"
"674","2749","Lindsay",100,128,"NSW",28902,"Emma","HUSAR","Australian Labor Party","ALP"
"675","2750","Lindsay",100,128,"NSW",28902,"Emma","HUSAR","Australian Labor Party","ALP"
"676","2752","Hume",100,125,"NSW",28777,"Angus","TAYLOR","Liberal","LP"
"677","2753","Lindsay",22.6,128,"NSW",28902,"Emma","HUSAR","Australian Labor Party","ALP"
"678","2753","Macquarie",77.4,133,"NSW",28905,"Susan","TEMPLEMAN","Australian Labor Party","ALP"
"679","2754","Macquarie",100,133,"NSW",28905,"Susan","TEMPLEMAN","Australian Labor Party","ALP"
"680","2755","Macquarie",100,133,"NSW",28905,"Susan","TEMPLEMAN","Australian Labor Party","ALP"
"681","2756","Berowra",5.9,106,"NSW",28564,"Julian","LEESER","Liberal","LP"
"682","2756","Macquarie",94.1,133,"NSW",28905,"Susan","TEMPLEMAN","Australian Labor Party","ALP"
"683","2757","Macquarie",100,133,"NSW",28905,"Susan","TEMPLEMAN","Australian Labor Party","ALP"
"684","2758","Macquarie",100,133,"NSW",28905,"Susan","TEMPLEMAN","Australian Labor Party","ALP"
"685","2759","Lindsay",1.2,128,"NSW",28902,"Emma","HUSAR","Australian Labor Party","ALP"
"686","2759","Prospect",98.8,NA,NA,NA,NA,NA,NA,NA
"687","2760","Chifley",100,111,"NSW",28890,"Ed","HUSIC","Australian Labor Party","ALP"
"688","2761","Chifley",87.2,111,"NSW",28890,"Ed","HUSIC","Australian Labor Party","ALP"
"689","2761","Greenway",12.8,122,"NSW",28911,"Michelle","ROWLAND","Australian Labor Party","ALP"
"690","2762","Greenway",100,122,"NSW",28911,"Michelle","ROWLAND","Australian Labor Party","ALP"
"691","2763","Greenway",100,122,"NSW",28911,"Michelle","ROWLAND","Australian Labor Party","ALP"
"692","2764","Greenway",100,122,"NSW",28911,"Michelle","ROWLAND","Australian Labor Party","ALP"
"693","2765","Chifley",3.2,111,"NSW",28890,"Ed","HUSIC","Australian Labor Party","ALP"
"694","2765","Greenway",47,122,"NSW",28911,"Michelle","ROWLAND","Australian Labor Party","ALP"
"695","2765","Lindsay",8,128,"NSW",28902,"Emma","HUSAR","Australian Labor Party","ALP"
"696","2765","Macquarie",27.7,133,"NSW",28905,"Susan","TEMPLEMAN","Australian Labor Party","ALP"
"697","2765","Mitchell",14.1,134,"NSW",28776,"Alex","HAWKE","Liberal","LP"
"698","2766","Chifley",100,111,"NSW",28890,"Ed","HUSIC","Australian Labor Party","ALP"
"699","2767","Chifley",100,111,"NSW",28890,"Ed","HUSIC","Australian Labor Party","ALP"
"700","2768","Greenway",100,122,"NSW",28911,"Michelle","ROWLAND","Australian Labor Party","ALP"
"701","2770","Chifley",100,111,"NSW",28890,"Ed","HUSIC","Australian Labor Party","ALP"
"702","2773","Lindsay",100,128,"NSW",28902,"Emma","HUSAR","Australian Labor Party","ALP"
"703","2774","Lindsay",12.1,128,"NSW",28902,"Emma","HUSAR","Australian Labor Party","ALP"
"704","2774","Macquarie",87.9,133,"NSW",28905,"Susan","TEMPLEMAN","Australian Labor Party","ALP"
"705","2775","Berowra",21.6,106,"NSW",28564,"Julian","LEESER","Liberal","LP"
"706","2775","Macquarie",55.4,133,"NSW",28905,"Susan","TEMPLEMAN","Australian Labor Party","ALP"
"707","2775","Robertson",23,146,"NSW",28686,"Lucy","WICKS","Liberal","LP"
"708","2776","Macquarie",100,133,"NSW",28905,"Susan","TEMPLEMAN","Australian Labor Party","ALP"
"709","2777","Macquarie",100,133,"NSW",28905,"Susan","TEMPLEMAN","Australian Labor Party","ALP"
"710","2778","Macquarie",100,133,"NSW",28905,"Susan","TEMPLEMAN","Australian Labor Party","ALP"
"711","2779","Macquarie",100,133,"NSW",28905,"Susan","TEMPLEMAN","Australian Labor Party","ALP"
"712","2780","Macquarie",100,133,"NSW",28905,"Susan","TEMPLEMAN","Australian Labor Party","ALP"
"713","2782","Macquarie",100,133,"NSW",28905,"Susan","TEMPLEMAN","Australian Labor Party","ALP"
"714","2783","Macquarie",100,133,"NSW",28905,"Susan","TEMPLEMAN","Australian Labor Party","ALP"
"715","2784","Macquarie",100,133,"NSW",28905,"Susan","TEMPLEMAN","Australian Labor Party","ALP"
"716","2785","Macquarie",100,133,"NSW",28905,"Susan","TEMPLEMAN","Australian Labor Party","ALP"
"717","2786","Macquarie",100,133,"NSW",28905,"Susan","TEMPLEMAN","Australian Labor Party","ALP"
"718","2787","Calare",93.7,109,"NSW",29294,"Andrew","GEE","The Nationals","NP"
"719","2787","Hume",6.3,125,"NSW",28777,"Angus","TAYLOR","Liberal","LP"
"720","2790","Calare",100,109,"NSW",29294,"Andrew","GEE","The Nationals","NP"
"721","2791","Calare",100,109,"NSW",29294,"Andrew","GEE","The Nationals","NP"
"722","2792","Calare",100,109,"NSW",29294,"Andrew","GEE","The Nationals","NP"
"723","2793","Calare",100,109,"NSW",29294,"Andrew","GEE","The Nationals","NP"
"724","2794","Calare",98.4,109,"NSW",29294,"Andrew","GEE","The Nationals","NP"
"725","2794","Hume",1.6,125,"NSW",28777,"Angus","TAYLOR","Liberal","LP"
"726","2795","Calare",99.5,109,"NSW",29294,"Andrew","GEE","The Nationals","NP"
"727","2795","Gwydir",0.5,NA,NA,NA,NA,NA,NA,NA
"728","2797","Calare",100,109,"NSW",29294,"Andrew","GEE","The Nationals","NP"
"729","2798","Calare",100,109,"NSW",29294,"Andrew","GEE","The Nationals","NP"
"730","2799","Calare",100,109,"NSW",29294,"Andrew","GEE","The Nationals","NP"
"731","2800","Calare",100,109,"NSW",29294,"Andrew","GEE","The Nationals","NP"
"732","2803","Hume",100,125,"NSW",28777,"Angus","TAYLOR","Liberal","LP"
"733","2804","Calare",100,109,"NSW",29294,"Andrew","GEE","The Nationals","NP"
"734","2805","Calare",100,109,"NSW",29294,"Andrew","GEE","The Nationals","NP"
"735","2806","Calare",89.1,109,"NSW",29294,"Andrew","GEE","The Nationals","NP"
"736","2806","Parkes",10.9,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"737","2807","Hume",100,125,"NSW",28777,"Angus","TAYLOR","Liberal","LP"
"738","2808","Calare",63.5,109,"NSW",29294,"Andrew","GEE","The Nationals","NP"
"739","2808","Hume",36.5,125,"NSW",28777,"Angus","TAYLOR","Liberal","LP"
"740","2809","Parkes",100,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"741","2810","Hume",6.4,125,"NSW",28777,"Angus","TAYLOR","Liberal","LP"
"742","2810","Parkes",93.6,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"743","2820","Gwydir",100,NA,NA,NA,NA,NA,NA,NA
"744","2821","Parkes",100,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"745","2823","Parkes",100,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"746","2824","Gwydir",16.1,NA,NA,NA,NA,NA,NA,NA
"747","2824","Parkes",83.9,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"748","2825","Parkes",100,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"749","2827","Gwydir",100,NA,NA,NA,NA,NA,NA,NA
"750","2828","Gwydir",100,NA,NA,NA,NA,NA,NA,NA
"751","2829","Gwydir",100,NA,NA,NA,NA,NA,NA,NA
"752","2830","Gwydir",3.6,NA,NA,NA,NA,NA,NA,NA
"753","2830","Parkes",96.4,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"754","2831","Gwydir",54.3,NA,NA,NA,NA,NA,NA,NA
"755","2831","Parkes",45.7,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"756","2832","Gwydir",100,NA,NA,NA,NA,NA,NA,NA
"757","2833","Gwydir",100,NA,NA,NA,NA,NA,NA,NA
"758","2834","Gwydir",100,NA,NA,NA,NA,NA,NA,NA
"759","2835","Parkes",100,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"760","2836","Parkes",100,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"761","2839","Gwydir",100,NA,NA,NA,NA,NA,NA,NA
"762","2840","Gwydir",98.4,NA,NA,NA,NA,NA,NA,NA
"763","2840","Parkes",1.6,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"764","2842","Gwydir",100,NA,NA,NA,NA,NA,NA,NA
"765","2843","Gwydir",100,NA,NA,NA,NA,NA,NA,NA
"766","2844","Gwydir",100,NA,NA,NA,NA,NA,NA,NA
"767","2845","Calare",100,109,"NSW",29294,"Andrew","GEE","The Nationals","NP"
"768","2846","Calare",100,109,"NSW",29294,"Andrew","GEE","The Nationals","NP"
"769","2847","Calare",100,109,"NSW",29294,"Andrew","GEE","The Nationals","NP"
"770","2848","Gwydir",100,NA,NA,NA,NA,NA,NA,NA
"771","2849","Gwydir",100,NA,NA,NA,NA,NA,NA,NA
"772","2850","Gwydir",98.7,NA,NA,NA,NA,NA,NA,NA
"773","2850","Hunter",1.3,126,"NSW",28884,"Joel","FITZGIBBON","Australian Labor Party","ALP"
"774","2852","Gwydir",100,NA,NA,NA,NA,NA,NA,NA
"775","2864","Calare",100,109,"NSW",29294,"Andrew","GEE","The Nationals","NP"
"776","2865","Calare",100,109,"NSW",29294,"Andrew","GEE","The Nationals","NP"
"777","2866","Calare",94.9,109,"NSW",29294,"Andrew","GEE","The Nationals","NP"
"778","2866","Gwydir",5.1,NA,NA,NA,NA,NA,NA,NA
"779","2867","Calare",100,109,"NSW",29294,"Andrew","GEE","The Nationals","NP"
"780","2868","Calare",65.9,109,"NSW",29294,"Andrew","GEE","The Nationals","NP"
"781","2868","Gwydir",34.1,NA,NA,NA,NA,NA,NA,NA
"782","2869","Parkes",100,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"783","2870","Parkes",100,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"784","2871","Parkes",100,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"785","2873","Parkes",100,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"786","2874","Parkes",100,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"787","2875","Parkes",100,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"788","2876","Parkes",100,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"789","2877","Parkes",100,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"790","2878","Parkes",100,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"791","2879","Parkes",100,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"792","2880","Parkes",100,139,"NSW",29204,"Mark","COULTON","The Nationals","NP"
"793","2898","Sydney",100,149,"NSW",29079,"Tanya","PLIBERSEK","Australian Labor Party","ALP"
"794","2900","Canberra",100,101,"ACT",28189,"Gai","BRODTMANN","Australian Labor Party","ALP"
"795","2902","Canberra",100,101,"ACT",28189,"Gai","BRODTMANN","Australian Labor Party","ALP"
"796","2903","Canberra",100,101,"ACT",28189,"Gai","BRODTMANN","Australian Labor Party","ALP"
"797","2904","Canberra",100,101,"ACT",28189,"Gai","BRODTMANN","Australian Labor Party","ALP"
"798","2905","Canberra",100,101,"ACT",28189,"Gai","BRODTMANN","Australian Labor Party","ALP"
"799","2906","Canberra",100,101,"ACT",28189,"Gai","BRODTMANN","Australian Labor Party","ALP"
"800","2911","Fraser",100,NA,NA,NA,NA,NA,NA,NA
"801","2912","Fraser",100,NA,NA,NA,NA,NA,NA,NA
"802","2913","Fraser",100,NA,NA,NA,NA,NA,NA,NA
"803","2914","Fraser",100,NA,NA,NA,NA,NA,NA,NA
"804","3000","Melbourne",100,228,"VIC",28125,"Adam","BANDT","The Greens","GRN"
"805","3002","Melbourne",100,228,"VIC",28125,"Adam","BANDT","The Greens","GRN"
"806","3003","Melbourne",100,228,"VIC",28125,"Adam","BANDT","The Greens","GRN"
"807","3004","Melbourne Ports",100,230,"VIC",28267,"Michael","DANBY","Australian Labor Party","ALP"
"808","3005","Melbourne",100,228,"VIC",28125,"Adam","BANDT","The Greens","GRN"
"809","3006","Melbourne Ports",100,230,"VIC",28267,"Michael","DANBY","Australian Labor Party","ALP"
"810","3008","Melbourne",100,228,"VIC",28125,"Adam","BANDT","The Greens","GRN"
"811","3010","Melbourne",100,228,"VIC",28125,"Adam","BANDT","The Greens","GRN"
"812","3011","Gellibrand",100,212,"VIC",28240,"Tim","WATTS","Australian Labor Party","ALP"
"813","3012","Gellibrand",100,212,"VIC",28240,"Tim","WATTS","Australian Labor Party","ALP"
"814","3013","Gellibrand",100,212,"VIC",28240,"Tim","WATTS","Australian Labor Party","ALP"
"815","3015","Gellibrand",100,212,"VIC",28240,"Tim","WATTS","Australian Labor Party","ALP"
"816","3016","Gellibrand",100,212,"VIC",28240,"Tim","WATTS","Australian Labor Party","ALP"
"817","3018","Gellibrand",100,212,"VIC",28240,"Tim","WATTS","Australian Labor Party","ALP"
"818","3019","Gellibrand",100,212,"VIC",28240,"Tim","WATTS","Australian Labor Party","ALP"
"819","3020","Gorton",28.8,309,"VIC",28274,"Brendan","O'CONNOR","Australian Labor Party","ALP"
"820","3020","Maribyrnong",71.2,225,"VIC",28262,"Bill","SHORTEN","Australian Labor Party","ALP"
"821","3021","Gorton",53.1,309,"VIC",28274,"Brendan","O'CONNOR","Australian Labor Party","ALP"
"822","3021","Maribyrnong",46.9,225,"VIC",28262,"Bill","SHORTEN","Australian Labor Party","ALP"
"823","3022","Gorton",100,309,"VIC",28274,"Brendan","O'CONNOR","Australian Labor Party","ALP"
"824","3023","Gorton",100,309,"VIC",28274,"Brendan","O'CONNOR","Australian Labor Party","ALP"
"825","3024","Lalor",100,222,"VIC",28268,"Joanne","RYAN","Australian Labor Party","ALP"
"826","3025","Gellibrand",100,212,"VIC",28240,"Tim","WATTS","Australian Labor Party","ALP"
"827","3027","Lalor",100,222,"VIC",28268,"Joanne","RYAN","Australian Labor Party","ALP"
"828","3028","Gellibrand",80,212,"VIC",28240,"Tim","WATTS","Australian Labor Party","ALP"
"829","3028","Lalor",20,222,"VIC",28268,"Joanne","RYAN","Australian Labor Party","ALP"
"830","3029","Lalor",100,222,"VIC",28268,"Joanne","RYAN","Australian Labor Party","ALP"
"831","3030","Lalor",100,222,"VIC",28268,"Joanne","RYAN","Australian Labor Party","ALP"
"832","3031","Melbourne",100,228,"VIC",28125,"Adam","BANDT","The Greens","GRN"
"833","3032","Gellibrand",13.8,212,"VIC",28240,"Tim","WATTS","Australian Labor Party","ALP"
"834","3032","Maribyrnong",10.7,225,"VIC",28262,"Bill","SHORTEN","Australian Labor Party","ALP"
"835","3032","Melbourne",75.5,228,"VIC",28125,"Adam","BANDT","The Greens","GRN"
"836","3033","Maribyrnong",100,225,"VIC",28262,"Bill","SHORTEN","Australian Labor Party","ALP"
"837","3034","Maribyrnong",100,225,"VIC",28262,"Bill","SHORTEN","Australian Labor Party","ALP"
"838","3036","Gorton",100,309,"VIC",28274,"Brendan","O'CONNOR","Australian Labor Party","ALP"
"839","3037","Gorton",100,309,"VIC",28274,"Brendan","O'CONNOR","Australian Labor Party","ALP"
"840","3038","Gorton",100,309,"VIC",28274,"Brendan","O'CONNOR","Australian Labor Party","ALP"
"841","3039","Maribyrnong",100,225,"VIC",28262,"Bill","SHORTEN","Australian Labor Party","ALP"
"842","3040","Maribyrnong",100,225,"VIC",28262,"Bill","SHORTEN","Australian Labor Party","ALP"
"843","3041","Maribyrnong",19.4,225,"VIC",28262,"Bill","SHORTEN","Australian Labor Party","ALP"
"844","3041","Wills",80.6,234,"VIC",28253,"Peter","KHALIL","Australian Labor Party","ALP"
"845","3042","Maribyrnong",100,225,"VIC",28262,"Bill","SHORTEN","Australian Labor Party","ALP"
"846","3043","Calwell",96.9,203,"VIC",28311,"Maria","VAMVAKINOU","Australian Labor Party","ALP"
"847","3043","Wills",3.1,234,"VIC",28253,"Peter","KHALIL","Australian Labor Party","ALP"
"848","3044","Wills",100,234,"VIC",28253,"Peter","KHALIL","Australian Labor Party","ALP"
"849","3045","Calwell",100,203,"VIC",28311,"Maria","VAMVAKINOU","Australian Labor Party","ALP"
"850","3046","Wills",100,234,"VIC",28253,"Peter","KHALIL","Australian Labor Party","ALP"
"851","3047","Calwell",100,203,"VIC",28311,"Maria","VAMVAKINOU","Australian Labor Party","ALP"
"852","3048","Calwell",100,203,"VIC",28311,"Maria","VAMVAKINOU","Australian Labor Party","ALP"
"853","3049","Calwell",100,203,"VIC",28311,"Maria","VAMVAKINOU","Australian Labor Party","ALP"
"854","3050","Melbourne",100,228,"VIC",28125,"Adam","BANDT","The Greens","GRN"
"855","3051","Melbourne",100,228,"VIC",28125,"Adam","BANDT","The Greens","GRN"
"856","3052","Melbourne",100,228,"VIC",28125,"Adam","BANDT","The Greens","GRN"
"857","3053","Melbourne",100,228,"VIC",28125,"Adam","BANDT","The Greens","GRN"
"858","3054","Melbourne",100,228,"VIC",28125,"Adam","BANDT","The Greens","GRN"
"859","3055","Wills",100,234,"VIC",28253,"Peter","KHALIL","Australian Labor Party","ALP"
"860","3056","Melbourne",13.7,228,"VIC",28125,"Adam","BANDT","The Greens","GRN"
"861","3056","Wills",86.3,234,"VIC",28253,"Peter","KHALIL","Australian Labor Party","ALP"
"862","3057","Melbourne",24.9,228,"VIC",28125,"Adam","BANDT","The Greens","GRN"
"863","3057","Wills",75.1,234,"VIC",28253,"Peter","KHALIL","Australian Labor Party","ALP"
"864","3058","Wills",100,234,"VIC",28253,"Peter","KHALIL","Australian Labor Party","ALP"
"865","3059","Calwell",100,203,"VIC",28311,"Maria","VAMVAKINOU","Australian Labor Party","ALP"
"866","3060","Wills",100,234,"VIC",28253,"Peter","KHALIL","Australian Labor Party","ALP"
"867","3061","Calwell",100,203,"VIC",28311,"Maria","VAMVAKINOU","Australian Labor Party","ALP"
"868","3063","Calwell",100,203,"VIC",28311,"Maria","VAMVAKINOU","Australian Labor Party","ALP"
"869","3064","Calwell",100,203,"VIC",28311,"Maria","VAMVAKINOU","Australian Labor Party","ALP"
"870","3065","Melbourne",100,228,"VIC",28125,"Adam","BANDT","The Greens","GRN"
"871","3066","Melbourne",100,228,"VIC",28125,"Adam","BANDT","The Greens","GRN"
"872","3067","Melbourne",100,228,"VIC",28125,"Adam","BANDT","The Greens","GRN"
"873","3068","Melbourne",100,228,"VIC",28125,"Adam","BANDT","The Greens","GRN"
"874","3070","Batman",100,199,"VIC",28241,"David","FEENEY","Australian Labor Party","ALP"
"875","3071","Batman",100,199,"VIC",28241,"David","FEENEY","Australian Labor Party","ALP"
"876","3072","Batman",100,199,"VIC",28241,"David","FEENEY","Australian Labor Party","ALP"
"877","3073","Batman",100,199,"VIC",28241,"David","FEENEY","Australian Labor Party","ALP"
"878","3074","Scullin",100,232,"VIC",28243,"Andrew","GILES","Australian Labor Party","ALP"
"879","3075","Scullin",100,232,"VIC",28243,"Andrew","GILES","Australian Labor Party","ALP"
"880","3076","McEwen",5.2,226,"VIC",28289,"Rob","MITCHELL","Australian Labor Party","ALP"
"881","3076","Scullin",94.8,232,"VIC",28243,"Andrew","GILES","Australian Labor Party","ALP"
"882","3078","Batman",75.9,199,"VIC",28241,"David","FEENEY","Australian Labor Party","ALP"
"883","3078","Melbourne",24.1,228,"VIC",28125,"Adam","BANDT","The Greens","GRN"
"884","3079","Jagajaga",100,220,"VIC",28255,"Jenny","MACKLIN","Australian Labor Party","ALP"
"885","3081","Jagajaga",100,220,"VIC",28255,"Jenny","MACKLIN","Australian Labor Party","ALP"
"886","3082","Scullin",100,232,"VIC",28243,"Andrew","GILES","Australian Labor Party","ALP"
"887","3083","Batman",27,199,"VIC",28241,"David","FEENEY","Australian Labor Party","ALP"
"888","3083","Jagajaga",15.1,220,"VIC",28255,"Jenny","MACKLIN","Australian Labor Party","ALP"
"889","3083","Scullin",57.9,232,"VIC",28243,"Andrew","GILES","Australian Labor Party","ALP"
"890","3084","Jagajaga",100,220,"VIC",28255,"Jenny","MACKLIN","Australian Labor Party","ALP"
"891","3085","Jagajaga",100,220,"VIC",28255,"Jenny","MACKLIN","Australian Labor Party","ALP"
"892","3086","Batman",100,199,"VIC",28241,"David","FEENEY","Australian Labor Party","ALP"
"893","3087","Jagajaga",56.3,220,"VIC",28255,"Jenny","MACKLIN","Australian Labor Party","ALP"
"894","3087","Scullin",43.7,232,"VIC",28243,"Andrew","GILES","Australian Labor Party","ALP"
"895","3088","Jagajaga",73.4,220,"VIC",28255,"Jenny","MACKLIN","Australian Labor Party","ALP"
"896","3088","Scullin",26.6,232,"VIC",28243,"Andrew","GILES","Australian Labor Party","ALP"
"897","3089","Jagajaga",3.8,220,"VIC",28255,"Jenny","MACKLIN","Australian Labor Party","ALP"
"898","3089","McEwen",85.4,226,"VIC",28289,"Rob","MITCHELL","Australian Labor Party","ALP"
"899","3089","Scullin",10.9,232,"VIC",28243,"Andrew","GILES","Australian Labor Party","ALP"
"900","3090","Scullin",100,232,"VIC",28243,"Andrew","GILES","Australian Labor Party","ALP"
"901","3091","McEwen",100,226,"VIC",28289,"Rob","MITCHELL","Australian Labor Party","ALP"
"902","3093","Jagajaga",100,220,"VIC",28255,"Jenny","MACKLIN","Australian Labor Party","ALP"
"903","3094","Jagajaga",100,220,"VIC",28255,"Jenny","MACKLIN","Australian Labor Party","ALP"
"904","3095","Jagajaga",83.2,220,"VIC",28255,"Jenny","MACKLIN","Australian Labor Party","ALP"
"905","3095","McEwen",16.8,226,"VIC",28289,"Rob","MITCHELL","Australian Labor Party","ALP"
"906","3096","McEwen",100,226,"VIC",28289,"Rob","MITCHELL","Australian Labor Party","ALP"
"907","3097","McEwen",100,226,"VIC",28289,"Rob","MITCHELL","Australian Labor Party","ALP"
"908","3099","McEwen",100,226,"VIC",28289,"Rob","MITCHELL","Australian Labor Party","ALP"
"909","3101","Kooyong",100,221,"VIC",28953,"Josh","FRYDENBERG","Liberal","LP"
"910","3102","Kooyong",100,221,"VIC",28953,"Josh","FRYDENBERG","Liberal","LP"
"911","3103","Kooyong",100,221,"VIC",28953,"Josh","FRYDENBERG","Liberal","LP"
"912","3104","Chisholm",0.5,205,"VIC",28936,"Julia","BANKS","Liberal","LP"
"913","3104","Kooyong",99.5,221,"VIC",28953,"Josh","FRYDENBERG","Liberal","LP"
"914","3105","Menzies",100,229,"VIC",29161,"Kevin","ANDREWS","Liberal","LP"
"915","3106","Menzies",100,229,"VIC",29161,"Kevin","ANDREWS","Liberal","LP"
"916","3107","Menzies",100,229,"VIC",29161,"Kevin","ANDREWS","Liberal","LP"
