"MEASURE","Data item","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2016","2016",10.5,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2011","2011",18.5,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2016","2016",19.2,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2011","2011",16.1,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2016","2016",15.2,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2011","2011",10.7,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2016","2016",12.2,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2011","2011",18.2,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2016","2016",16.9,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2011","2011",10.8,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2016","2016",10.4,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2011","2011",5.3,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2016","2016",5.5,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2011","2011",8.6,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2016","2016",8.7,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2011","2011",1.3,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40205","Tea Tree Gully","A","Annual","2016","2016",1.4,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2011","2011",14.9,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2016","2016",15.2,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2011","2011",26.4,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2016","2016",27.8,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2011","2011",11.3,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2016","2016",10.3,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2011","2011",11.2,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2016","2016",12.4,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2011","2011",15.8,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2016","2016",14.7,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2011","2011",10.4,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2016","2016",9.5,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2011","2011",2.8,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2016","2016",2.6,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2011","2011",6,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2016","2016",6.1,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2011","2011",1.3,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40301","Holdfast Bay","A","Annual","2016","2016",1.4,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2011","2011",9.9,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2016","2016",10.3,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2011","2011",21.3,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2016","2016",22.7,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2011","2011",14.8,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2016","2016",13.8,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2011","2011",11.3,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2016","2016",13.7,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2011","2011",17.1,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2016","2016",15,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2011","2011",10.3,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2016","2016",10.1,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2011","2011",4.6,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2016","2016",4.3,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2011","2011",9.1,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2016","2016",8.8,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2011","2011",1.6,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40302","Marion","A","Annual","2016","2016",1.4,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2011","2011",13.5,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2016","2016",13.7,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2011","2011",33.1,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2016","2016",33.9,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2011","2011",10.3,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2016","2016",10,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2011","2011",9.7,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2016","2016",10.9,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2011","2011",14.2,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2016","2016",13.2,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2011","2011",9,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2016","2016",8.5,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2011","2011",2.4,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2016","2016",2.2,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2011","2011",6.4,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2016","2016",6.5,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2011","2011",1.3,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40303","Mitcham","A","Annual","2016","2016",1.2,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2011","2011",9.8,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2016","2016",10,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2011","2011",15.9,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2016","2016",16.1,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2011","2011",17.4,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2016","2016",16.7,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2011","2011",12.1,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2016","2016",13.7,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2011","2011",15.5,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2016","2016",14.5,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2011","2011",10.9,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2016","2016",11,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2011","2011",6.1,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2016","2016",5.8,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2011","2011",10.9,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2016","2016",10.8,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2011","2011",1.5,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40304","Onkaparinga","A","Annual","2016","2016",1.4,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2011","2011",11.2,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2016","2016",11.7,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2011","2011",20.5,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2016","2016",21.7,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2011","2011",14.1,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2016","2016",13,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2011","2011",9.9,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2016","2016",11.7,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2011","2011",16.7,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2016","2016",15.5,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2011","2011",10.2,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2016","2016",10.1,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2011","2011",6.1,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2016","2016",5.6,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2011","2011",9.6,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2016","2016",9.2,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2011","2011",1.7,,
"EMP_OCC_10","Occupation of Employed Persons - Inadequately described (%)","SA3","Statistical Area Level 3","40401","Charles Sturt","A","Annual","2016","2016",1.5,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40402","Port Adelaide - West","A","Annual","2011","2011",9.2,,
"EMP_OCC_2","Managers (%)","SA3","Statistical Area Level 3","40402","Port Adelaide - West","A","Annual","2016","2016",9.8,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40402","Port Adelaide - West","A","Annual","2011","2011",17.2,,
"EMP_OCC_3","Professionals (%)","SA3","Statistical Area Level 3","40402","Port Adelaide - West","A","Annual","2016","2016",17.6,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40402","Port Adelaide - West","A","Annual","2011","2011",15,,
"EMP_OCC_4","Technicians and trades workers (%)","SA3","Statistical Area Level 3","40402","Port Adelaide - West","A","Annual","2016","2016",14.2,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40402","Port Adelaide - West","A","Annual","2011","2011",11.4,,
"EMP_OCC_5","Community and personal service workers (%)","SA3","Statistical Area Level 3","40402","Port Adelaide - West","A","Annual","2016","2016",13.6,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40402","Port Adelaide - West","A","Annual","2011","2011",14.9,,
"EMP_OCC_6","Clerical and administrative workers (%)","SA3","Statistical Area Level 3","40402","Port Adelaide - West","A","Annual","2016","2016",13.7,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40402","Port Adelaide - West","A","Annual","2011","2011",9,,
"EMP_OCC_7","Sales workers (%)","SA3","Statistical Area Level 3","40402","Port Adelaide - West","A","Annual","2016","2016",9.1,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40402","Port Adelaide - West","A","Annual","2011","2011",8.2,,
"EMP_OCC_8","Machinery operators and drivers (%)","SA3","Statistical Area Level 3","40402","Port Adelaide - West","A","Annual","2016","2016",7.6,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40402","Port Adelaide - West","A","Annual","2011","2011",13,,
"EMP_OCC_9","Labourers (%)","SA3","Statistical Area Level 3","40402","Port Adelaide - West","A","Annual","2016","2016",12.5,,
